TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Ao	O	O	O	O	O	O	_	_	_
1628	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Lieber	O	O	O	O	O	O	_	_	_
Dank	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Be	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
Erste	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
ch	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Kollar	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
kleinen	O	O	O	O	O	O	_	_	_
bell	O	O	O	O	O	O	_	_	_
Eltern	O	O	O	O	O	O	_	_	_
lassen	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
ken	O	O	O	O	O	O	_	_	_
dafür	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
gra	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
ande	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
ner	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
erbge	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
balt	O	O	O	O	O	O	_	_	_
zuer	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Montag	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
Pole	O	O	O	O	O	O	_	_	_
lob	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
Gestän	O	O	O	O	O	O	_	_	_
beide	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Blattes	O	O	O	O	O	O	_	_	_
Siege	O	O	O	O	O	O	_	_	_
rin	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Regen	O	O	O	O	O	O	_	_	_
dieses	O	O	O	O	O	O	_	_	_
ho	O	O	O	O	O	O	_	_	_
jener	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
bal	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Vieh	O	O	O	O	O	O	_	_	_
Un	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
barer	O	O	O	O	O	O	_	_	_
Hubert	B-PER	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
schlag	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
Rot	O	O	O	O	O	O	_	_	_
landert	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
