TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
träge	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Zettel	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
Postsachen	O	O	O	O	O	O	_	_	_
niemanden	O	O	O	O	O	O	_	_	_
anders	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Hände	O	O	O	O	O	O	_	_	_
geben	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Agnes	B-PER	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Zettel	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Ofen	O	O	O	O	O	O	_	_	_
gesteck	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
darüber	O	O	O	O	O	O	_	_	_
geärgert	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
guten	O	O	O	O	O	O	_	_	_
Mann	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
Er	O	O	O	O	O	O	_	_	_
verdient	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
schönes	O	O	O	O	O	O	_	_	_
Geld	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
würklich	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
nötig	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	Q30	_	_
mir	O	O	O	O	O	O	_	_	_
Geld	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
eigen	O	O	O	O	O	O	_	_	_
tun	O	O	O	O	O	O	_	_	_
Das	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
Mutterge	O	O	O	O	O	O	_	_	_
ärgert	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
schreibt	O	O	O	O	O	O	_	_	_
wegen	O	O	O	O	O	O	_	_	_
Hedel	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
würft	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Hause	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
Ge	O	O	O	O	O	O	_	_	_
schwister	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	Q30	_	_
