TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
ziehen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Kabelle	B-LOC	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	_
13	O	O	O	O	O	O	_	_	_
12	O	O	O	O	O	O	_	_	_
1822	O	O	O	O	O	O	_	_	_
Eschen	O	O	O	O	O	O	_	_	_
waß	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
denkt	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
deutschland	O	O	O	O	O	O	_	_	_
gilt	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
schen	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
Not	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
könnt	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
Fieber	O	O	O	O	O	O	_	_	_
Bruder	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Schwägerin	O	O	O	O	O	O	_	_	_
erach	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Bild	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
hiesigen	O	O	O	O	O	O	_	_	_
Zuständen	O	O	O	O	O	O	_	_	_
machen	O	O	O	O	O	O	_	_	_
nachgese	O	O	O	O	O	O	_	_	_
Für	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
Oktober	O	O	O	O	O	O	_	_	_
herzlichen	O	O	O	O	O	O	_	_	_
Paul	B-PER	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
hoffe	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
2	O	O	O	O	O	O	_	_	_
November	O	O	O	O	O	O	_	_	_
Hochzeit	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
Dank	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Einblick	O	O	O	O	O	O	_	_	_
bekommen	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
gefahren	O	O	O	O	O	O	_	_	_
Auf	O	O	O	O	O	O	_	_	_
4	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
habt	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
sage	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Schlaffenlande	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Reise	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
unternehmen	O	O	O	O	O	O	_	_	_
obwohl	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
gern	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Buchelsdorfer	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
Schwieger	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
Hochzeits	O	O	O	O	O	O	_	_	_
vater	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
bewundert	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
Ein	O	O	O	O	O	O	_	_	_
Postgat	O	O	O	O	O	O	_	_	_
feier	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Aussicht	O	O	O	O	O	O	_	_	_
gestellt	O	O	O	O	O	O	_	_	_
