TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
habe	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
gefreut	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
hören	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Mütterlom	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
get	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
leicht	O	O	O	O	O	O	_	_	_
sonsten	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
freuen	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Briefe	O	O	O	O	O	O	_	_	_
gewis	O	O	O	O	O	O	_	_	_
freut	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
eben	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
fiel	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
wem	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
men	O	O	O	O	O	O	_	_	_
för	O	O	O	O	O	O	_	_	_
Phillip	B-PER	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
lebte	O	O	O	O	O	O	_	_	_
Hofe	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Bruder	O	O	O	O	O	O	_	_	_
Paul	B-PER	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Familie	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
Gesund	O	O	O	O	O	O	_	_	_
Heute	O	O	O	O	O	O	_	_	_
Regent	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
ganzen	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
kalt	O	O	O	O	O	O	_	_	_
hoffe	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
worden	O	O	O	O	O	O	_	_	_
keinen	O	O	O	O	O	O	_	_	_
Trost	O	O	O	O	O	O	_	_	_
bekommen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Benug	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
nahe	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Büchen	O	O	O	O	O	O	_	_	_
Weil	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
schlißen	O	O	O	O	O	O	_	_	_
hoffe	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
wider	O	O	O	O	O	O	_	_	_
formen	O	O	O	O	O	O	_	_	_
bekla	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
hören	O	O	O	O	O	O	_	_	_
Schele	O	O	O	O	O	O	_	_	_
herzliche	O	O	O	O	O	O	_	_	_
gens	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
allen	O	O	O	O	O	O	_	_	_
besonders	O	O	O	O	O	O	_	_	_
ner	O	O	O	O	O	O	_	_	_
Freundin	O	O	O	O	O	O	_	_	_
Mokern	B-PER	O	O	O	O	O	_	_	_
