TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
im	O	O	O	O	O	O	_	_	_
Winter	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Deutschland	B-LOC	O	O	O	O	O	Q183	_	_
die	O	O	O	O	O	O	_	_	_
Nachrichten	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
zufrieden	O	O	O	O	O	O	_	_	_
stellend	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
feuer	O	O	O	O	O	O	_	_	_
dort	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
dazu	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
hohen	O	O	O	O	O	O	_	_	_
Zinsen	O	O	O	O	O	O	_	_	_
Haß	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
keiner	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
gehört	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Vater	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
froh	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
ihn	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
regelmäßig	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
schicken	O	O	O	O	O	O	_	_	_
worüber	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
freut	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
dennoch	O	O	O	O	O	O	_	_	_
schlecht	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
annehmen	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
sonst	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
genü	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
leben	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
ter	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Kriege	O	O	O	O	O	O	_	_	_
