TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
schon	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Herbst	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
rüber	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
manche	O	O	O	O	O	O	_	_	_
Herr	O	O	O	O	O	O	_	_	_
schaft	O	O	O	O	O	O	_	_	_
froh	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
ordentliches	O	O	O	O	O	O	_	_	_
Mädchen	O	O	O	O	O	O	_	_	_
bekommt	O	O	O	O	O	O	_	_	_
Doch	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
Glück	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
Dollar	B-OTH	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
steigen	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
gilt	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
68	O	O	O	O	O	O	_	_	_
M	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Feuerung	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
leicht	O	O	O	O	O	O	_	_	_
las	O	O	O	O	O	O	_	_	_
weil	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Mark	B-OTH	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
fällt	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
höre	O	O	O	O	O	O	_	_	_
Ab	O	O	O	O	O	O	_	_	_
kla	O	O	O	O	O	O	_	_	_
könntest	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
einige	O	O	O	O	O	O	_	_	_
Dollar	B-OTH	O	O	O	O	O	_	_	_
schicken	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
drüben	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
bekommst	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
Geschenkt	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Für	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Dollan	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
kaufen	O	O	O	O	O	O	_	_	_
wen	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
dasselbe	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
art	O	O	O	O	O	O	_	_	_
kaufen	O	O	O	O	O	O	_	_	_
