TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
er	O	O	O	O	O	O	_	_	_
können	O	O	O	O	O	O	_	_	_
woselbst	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
Lieben	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
kleinen	O	O	O	O	O	O	_	_	_
Aufnahme	O	O	O	O	O	O	_	_	_
gedacht	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
Jetzt	O	O	O	O	O	O	_	_	_
fehlt	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
schöne	O	O	O	O	O	O	_	_	_
Wetter	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Grundsälte	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Schner	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
selbiges	O	O	O	O	O	O	_	_	_
Augenblicklich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
Ottilie	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ihrem	O	O	O	O	O	O	_	_	_
Gemahl	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Hochzeitsbild	O	O	O	O	O	O	_	_	_
erhalten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
großartig	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
troffen	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
letzten	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
teilte	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ihre	O	O	O	O	O	O	_	_	_
Er	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Stammhalter	O	O	O	O	O	O	_	_	_
gesegnet	O	O	O	O	O	O	_	_	_
worden	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Anschein	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
ob	O	O	O	O	O	O	_	_	_
Homerik	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Entwickelungster	O	O	O	O	O	O	_	_	_
Kiefer	O	O	O	O	O	O	_	_	_
günstiger	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
Deutscheiden	O	O	O	O	O	O	_	_	_
trotz	O	O	O	O	O	O	_	_	_
aller	O	O	O	O	O	O	_	_	_
Mühsamkeit	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Anstrengung	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Deutschland	B-LOC	O	O	O	O	O	Q183	_	_
thanen	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Firma	O	O	O	O	O	O	_	_	_
Kipfer	B-ORG	O	O	O	O	O	_	_	_
geson	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
men	O	O	O	O	O	O	_	_	_
Doch	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
Bei	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Vrtel	O	O	O	O	O	O	_	_	_
Johann	B-PER	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Sohn	O	O	O	O	O	O	_	_	_
Cousin	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Purifie	O	O	O	O	O	O	_	_	_
Mili	O	O	O	O	O	O	_	_	_
verheiratet	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
sorgen	O	O	O	O	O	O	_	_	_
zwei	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Fortpflanzung	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Geschlecht	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Onkel	O	O	O	O	O	O	_	_	_
Paul	B-PER	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
allein	O	O	O	O	O	O	_	_	_
dazu	O	O	O	O	O	O	_	_	_
verurteilt	O	O	O	O	O	O	_	_	_
Ob	O	O	O	O	O	O	_	_	_
Gertrud	B-PER	O	O	O	O	O	_	_	_
heiraten	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
fraglich	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
scheint	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Jost	O	O	O	O	O	O	_	_	_
verschworen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Wann	O	O	O	O	O	O	_	_	_
Bernhard	B-PER	O	O	O	O	O	_	_	_
einmal	O	O	O	O	O	O	_	_	_
heiraten	O	O	O	O	O	O	_	_	_
steht	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
weit	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Felde	O	O	O	O	O	O	_	_	_
Vater	O	O	O	O	O	O	_	_	_
gelt	O	O	O	O	O	O	_	_	_
seit	O	O	O	O	O	O	_	_	_
Juli	O	O	O	O	O	O	_	_	_
v	O	O	O	O	O	O	_	_	_
Ist	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Frankel	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
bekommt	O	O	O	O	O	O	_	_	_
seine	O	O	O	O	O	O	_	_	_
Altersrente	O	O	O	O	O	O	_	_	_
ebenso	O	O	O	O	O	O	_	_	_
unsern	O	O	O	O	O	O	_	_	_
S	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
Gertrud	B-PER	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Bränkel	O	O	O	O	O	O	_	_	_
Bevor	O	O	O	O	O	O	_	_	_
unser	O	O	O	O	O	O	_	_	_
lieber	O	O	O	O	O	O	_	_	_
Vater	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Hause	O	O	O	O	O	O	_	_	_
blieb	O	O	O	O	O	O	_	_	_
müste	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
zuvor	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
Coperation	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
Frauen	O	O	O	O	O	O	_	_	_
Star	O	O	O	O	O	O	_	_	_
aufs	O	O	O	O	O	O	_	_	_
reichte	O	O	O	O	O	O	_	_	_
Auge	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Juli	O	O	O	O	O	O	_	_	_
v	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Breslau	B-LOC	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Megklinik	O	O	O	O	O	O	_	_	_
unterzie	O	O	O	O	O	O	_	_	_
heit	O	O	O	O	O	O	_	_	_
Jetzt	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
Gott	O	O	O	O	O	O	_	_	_
sei	O	O	O	O	O	O	_	_	_
Dank	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
ander	O	O	O	O	O	O	_	_	_
dieselbe	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
merkt	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
66	O	O	O	O	O	O	_	_	_
Jahren	O	O	O	O	O	O	_	_	_
welche	O	O	O	O	O	O	_	_	_
