TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Eine	O	O	O	O	O	O	_	_	_
Klosterschwester	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
nichts	O	O	O	O	O	O	_	_	_
anderes	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
bieten	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
Doch	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Segen	O	O	O	O	O	O	_	_	_
Gottes	O	O	O	O	O	O	_	_	_
wiegt	O	O	O	O	O	O	_	_	_
schwerer	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
Plätze	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
kost	O	O	O	O	O	O	_	_	_
barem	O	O	O	O	O	O	_	_	_
fall	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
diesen	O	O	O	O	O	O	_	_	_
können	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
unser	O	O	O	O	O	O	_	_	_
Gebet	O	O	O	O	O	O	_	_	_
ehehen	O	O	O	O	O	O	_	_	_
Hoffentlich	O	O	O	O	O	O	_	_	_
erfahre	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Dir	O	O	O	O	O	O	_	_	_
lb	O	O	O	O	O	O	_	_	_
Schwer	O	O	O	O	O	O	_	_	_
terlein	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
Ausführliches	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
Di	O	O	O	O	O	O	_	_	_
nen	O	O	O	O	O	O	_	_	_
neuen	O	O	O	O	O	O	_	_	_
Lebensstand	O	O	O	O	O	O	_	_	_
Weil	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
Euere	O	O	O	O	O	O	_	_	_
Adresse	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
bekannt	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
sende	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Adresse	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Büchers	O	O	O	O	O	O	_	_	_
Paul	B-PER	O	O	O	O	O	_	_	_
Sei	O	O	O	O	O	O	_	_	_
werter	O	O	O	O	O	O	_	_	_
Herr	O	O	O	O	O	O	_	_	_
Schwäger	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
zwar	O	O	O	O	O	O	_	_	_
unbekannt	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Ihrer	O	O	O	O	O	O	_	_	_
Frl	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
Ottilie	B-PER	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Welt	O	O	O	O	O	O	_	_	_
lebte	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
befreundet	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
Ott	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
Habe	O	O	O	O	O	O	_	_	_
seit	O	O	O	O	O	O	_	_	_
nahezu	O	O	O	O	O	O	_	_	_
44	O	O	O	O	O	O	_	_	_
Jahren	O	O	O	O	O	O	_	_	_
nichts	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
gehört	O	O	O	O	O	O	_	_	_
Wenn	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Herr	O	O	O	O	O	O	_	_	_
Schwäger	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
brav	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
gottesfürchtig	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
20	O	O	O	O	O	O	_	_	_
Mai	O	O	O	O	O	O	_	_	_
