TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
der	O	O	O	O	O	O	_	_	_
Pillig	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
alten	O	O	O	O	O	O	_	_	_
Platz	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Korn	B-PER	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
zuhal	O	O	O	O	O	O	_	_	_
gestern	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
Anna	B-PER	O	O	O	O	O	_	_	_
be	I-PER	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
fast	O	O	O	O	O	O	_	_	_
gefragt	O	O	O	O	O	O	_	_	_
ob	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
bar	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
kämen	O	O	O	O	O	O	_	_	_
Mas	O	O	O	O	O	O	_	_	_
Altschüler	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
ehr	O	O	O	O	O	O	_	_	_
Lon	B-PER	O	O	O	O	O	_	_	_
erhö	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
bekombt	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
schön	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Armen	O	O	O	O	O	O	_	_	_
Inquar	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
lange	O	O	O	O	O	O	_	_	_
nichts	O	O	O	O	O	O	_	_	_
gehört	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mer	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Müllers	B-PER	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Form	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
Libe	O	O	O	O	O	O	_	_	_
Thekla	O	O	O	O	O	O	_	_	_
müs	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Schreiben	O	O	O	O	O	O	_	_	_
schlißen	O	O	O	O	O	O	_	_	_
Hoffe	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
erden	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
können	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
Grüße	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
we	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Man	O	O	O	O	O	O	_	_	_
Laßen	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
wider	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
her	O	O	O	O	O	O	_	_	_
Auf	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
schönen	O	O	O	O	O	O	_	_	_
Fall	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Gen	O	O	O	O	O	O	_	_	_
gar	O	O	O	O	O	O	_	_	_
litte	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
