TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Da	O	O	O	O	O	O	_	_	_
könte	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
denken	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Freude	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Er	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Gesundheit	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Witterung	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
heute	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
schönen	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
Hedig	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Woche	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
Geist	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Hafer	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
hatten	O	O	O	O	O	O	_	_	_
hatten	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
schlechten	O	O	O	O	O	O	_	_	_
März	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
jetz	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
Ende	O	O	O	O	O	O	_	_	_
läst	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
freue	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Wilchen	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Eigenes	O	O	O	O	O	O	_	_	_
Heim	O	O	O	O	O	O	_	_	_
gründen	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
arme	O	O	O	O	O	O	_	_	_
Mädchen	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
genug	O	O	O	O	O	O	_	_	_
gesagt	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wünsche	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
Glück	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
Sagen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
ihrem	O	O	O	O	O	O	_	_	_
Vorhaben	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Fraue	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
