TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Hauskam	B-PER	O	O	O	O	O	_	_	_
Oberbauen	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
7	O	O	O	O	O	O	_	_	_
J	O	O	O	O	O	O	_	_	_
Lieber	O	O	O	O	O	O	_	_	_
Ehe	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
erhielte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
mitteilt	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Dir	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Tochter	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	_	_	_
führt	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
seine	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
gern	O	O	O	O	O	O	_	_	_
paar	O	O	O	O	O	O	_	_	_
Märchenbücher	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
schrieb	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
besorgen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Dich	O	O	O	O	O	O	_	_	_
schicken	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Mädelte	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	_	_	_
nimmt	O	O	O	O	O	O	_	_	_
Anbei	B-PER	O	O	O	O	O	_	_	_
schicke	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
dir	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Bücher	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
dir	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
deiner	O	O	O	O	O	O	_	_	_
Familie	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
entlich	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
gehts	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
gesund	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
z	O	O	O	O	O	O	_	_	_
Zt	O	O	O	O	O	O	_	_	_
dienstlich	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Hausham	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	_
Bahnfahrt	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
München	B-PER	O	O	O	O	O	_	_	_
Vertretung	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
kranken	O	O	O	O	O	O	_	_	_
Kollegen	O	O	O	O	O	O	_	_	_
Schreibe	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
bitte	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Karte	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Bücher	O	O	O	O	O	O	_	_	_
erhalten	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Alles	B-PER	O	O	O	O	O	_	_	_
Gute	O	O	O	O	O	O	_	_	_
besonders	O	O	O	O	O	O	_	_	_
deiner	O	O	O	O	O	O	_	_	_
Tochter	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
glückliche	O	O	O	O	O	O	_	_	_
Überfahrt	O	O	O	O	O	O	_	_	_
wünschen	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
Kiefer	B-PER	O	O	O	O	O	_	_	_
Jo	I-PER	O	O	O	O	O	_	_	_
prüft	O	O	O	O	O	O	_	_	_
