TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Diebe	O	O	O	O	O	O	_	_	_
Kindoch	O	O	O	O	O	O	_	_	_
vielleicht	O	O	O	O	O	O	_	_	_
schickte	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Gott	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
bessere	O	O	O	O	O	O	_	_	_
Zeiten	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
hätten	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
lange	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
Arbeit	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
habt	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
guten	O	O	O	O	O	O	_	_	_
Zweck	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
übrig	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
mußt	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
halben	O	O	O	O	O	O	_	_	_
ansparen	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
wollte	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Agnes	B-PER	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
kla	O	O	O	O	O	O	_	_	_
sollte	O	O	O	O	O	O	_	_	_
blos	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
weichen	O	O	O	O	O	O	_	_	_
Leuten	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
klopfen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Opfer	O	O	O	O	O	O	_	_	_
sinn	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
