TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
mehr	O	O	O	O	O	O	_	_	_
mitgemacht	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
et	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
daran	O	O	O	O	O	O	_	_	_
gewöhnt	O	O	O	O	O	O	_	_	_
Hier	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Ver	O	O	O	O	O	O	_	_	_
hoch	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
traurige	O	O	O	O	O	O	_	_	_
Zins	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Leute	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
meist	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
Ersparnicht	O	O	O	O	O	O	_	_	_
aufgebraucht	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Thekla	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
drei	O	O	O	O	O	O	_	_	_
Zimmer	O	O	O	O	O	O	_	_	_
Wohnung	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
genom	O	O	O	O	O	O	_	_	_
men	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
How	O	O	O	O	O	O	_	_	_
Joch	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
jeder	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Re	O	O	O	O	O	O	_	_	_
einschränken	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Miete	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
hoch	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
werde	O	O	O	O	O	O	_	_	_
morgen	O	O	O	O	O	O	_	_	_
hirten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
stille	O	O	O	O	O	O	_	_	_
begebenheit	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
Verwandt	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Thekla	O	O	O	O	O	O	_	_	_
machen	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
bitte	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
Unkosten	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
soweit	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
gebrauche	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
meinen	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
halt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
größer	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
möchte	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
wünschen	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
gung	O	O	O	O	O	O	_	_	_
Hoffentlich	O	O	O	O	O	O	_	_	_
bekommt	O	O	O	O	O	O	_	_	_
guet	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
leben	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
allerhand	O	O	O	O	O	O	_	_	_
ver	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
schwer	O	O	O	O	O	O	_	_	_
