TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
arbeiten	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Mörderbände	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Geheimorganisation	O	O	O	O	O	O	_	_	_
B	O	O	O	O	O	O	_	_	_
beigebracht	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
näheren	O	O	O	O	O	O	_	_	_
Einzelheiten	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Mordes	O	O	O	O	O	O	_	_	_
unbekannt	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
dürften	O	O	O	O	O	O	_	_	_
sinde	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
gleicher	O	O	O	O	O	O	_	_	_
Post	O	O	O	O	O	O	_	_	_
mehrere	O	O	O	O	O	O	_	_	_
Zeitun	O	O	O	O	O	O	_	_	_
gen	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
dich	O	O	O	O	O	O	_	_	_
ab	O	O	O	O	O	O	_	_	_
Einen	O	O	O	O	O	O	_	_	_
größeren	O	O	O	O	O	O	_	_	_
fahr	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Verherrlichung	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Mordes	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Welt	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
nie	O	O	O	O	O	O	_	_	_
gesehen	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
während	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Formerkundgebung	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
wegen	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Mordes	O	O	O	O	O	O	_	_	_
Reichstages	B-PER	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Helfrich	B-PER	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Blumen	O	O	O	O	O	O	_	_	_
strauß	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
