TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Hochzeit	O	O	O	O	O	O	_	_	_
gemacht	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
est	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
M	B-PER	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
grüßen	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
schließen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
verbleibe	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
vielen	O	O	O	O	O	O	_	_	_
Dank	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
herzlichen	O	O	O	O	O	O	_	_	_
Grußer	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
dicht	O	O	O	O	O	O	_	_	_
Freundin	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
Al	O	O	O	O	O	O	_	_	_
4	O	O	O	O	O	O	_	_	_
S	O	O	O	O	O	O	_	_	_
Bittsburgk	O	O	O	O	O	O	_	_	_
April	O	O	O	O	O	O	_	_	_
14	O	O	O	O	O	O	_	_	_
22	O	O	O	O	O	O	_	_	_
Meine	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
Thekla	B-PER	O	O	O	O	O	_	_	_
Vielen	O	O	O	O	O	O	_	_	_
herzlichen	O	O	O	O	O	O	_	_	_
Dank	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
denen	O	O	O	O	O	O	_	_	_
lb	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
freut	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
hören	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
dis	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
überrascht	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
briefe	O	O	O	O	O	O	_	_	_
sah	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Freund	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Calis	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
fast	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Thekla	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
eignes	O	O	O	O	O	O	_	_	_
heim	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
arbeiten	O	O	O	O	O	O	_	_	_
mü	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
dannoch	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
jemanden	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
gern	O	O	O	O	O	O	_	_	_
hab	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
heiraten	O	O	O	O	O	O	_	_	_
willig	O	O	O	O	O	O	_	_	_
