TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Die	O	O	O	O	O	O	_	_	_
Reichswehr	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
ausgepfiffen	O	O	O	O	O	O	_	_	_
Eine	O	O	O	O	O	O	_	_	_
ruhigung	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Durcheinan	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
beim	O	O	O	O	O	O	_	_	_
Sturz	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Rätsregierung	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
wesen	O	O	O	O	O	O	_	_	_
schwarz	O	O	O	O	O	O	_	_	_
weiß	O	O	O	O	O	O	_	_	_
rohe	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wiß	O	O	O	O	O	O	_	_	_
blaue	O	O	O	O	O	O	_	_	_
Jahren	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
fulen	O	O	O	O	O	O	_	_	_
Sieben	O	O	O	O	O	O	_	_	_
Uhr	O	O	O	O	O	O	_	_	_
abends	O	O	O	O	O	O	_	_	_
Ein	O	O	O	O	O	O	_	_	_
neue	O	O	O	O	O	O	_	_	_
Zeitung	O	O	O	O	O	O	_	_	_
bringt	O	O	O	O	O	O	_	_	_
Aufklärung	O	O	O	O	O	O	_	_	_
Rahr	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
gestern	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Schon	O	O	O	O	O	O	_	_	_
mitgemacht	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
Bewegungsfreiheit	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
gewinnen	O	O	O	O	O	O	_	_	_
Nach	O	O	O	O	O	O	_	_	_
Schluß	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Versammlung	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
Reichswer	O	O	O	O	O	O	_	_	_
Allamiret	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
ungeworfen	O	O	O	O	O	O	_	_	_
Hittler	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Lüdendorf	O	O	O	O	O	O	_	_	_
gaben	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
marschirten	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Rahr	O	O	O	O	O	O	_	_	_
Hittler	O	O	O	O	O	O	_	_	_
banden	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Rechtwehr	O	O	O	O	O	O	_	_	_
Judendorf	O	O	O	O	O	O	_	_	_
gefangen	O	O	O	O	O	O	_	_	_
Hilller	O	O	O	O	O	O	_	_	_
verwundet	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
andere	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Haft	O	O	O	O	O	O	_	_	_
Wird	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Zeitungen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
wegen	O	O	O	O	O	O	_	_	_
Gangsperr	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
durchgehen	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
schicken	O	O	O	O	O	O	_	_	_
Stand	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
verhängt	O	O	O	O	O	O	_	_	_
Am	O	O	O	O	O	O	_	_	_
8	O	O	O	O	O	O	_	_	_
Uhr	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Füssen	O	O	O	O	O	O	_	_	_
Samstag	O	O	O	O	O	O	_	_	_
6	O	O	O	O	O	O	_	_	_
Nov	O	O	O	O	O	O	_	_	_
Reichswehr	O	O	O	O	O	O	_	_	_
bekommt	O	O	O	O	O	O	_	_	_
Verstärkung	O	O	O	O	O	O	_	_	_
Alles	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Aufregung	O	O	O	O	O	O	_	_	_
Reichswehr	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Summissel	O	O	O	O	O	O	_	_	_
energisch	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
überall	O	O	O	O	O	O	_	_	_
große	O	O	O	O	O	O	_	_	_
An	O	O	O	O	O	O	_	_	_
sammlungen	O	O	O	O	O	O	_	_	_
Sonntag	O	O	O	O	O	O	_	_	_
Wieder	O	O	O	O	O	O	_	_	_
Schießen	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
Zufall	O	O	O	O	O	O	_	_	_
mitten	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Nichts	O	O	O	O	O	O	_	_	_
passiert	O	O	O	O	O	O	_	_	_
Abends	O	O	O	O	O	O	_	_	_
rückt	O	O	O	O	O	O	_	_	_
erwahr	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
spritzt	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Volksmassen	B-OTH	O	O	O	O	O	_	_	_
Mont	I-OTH	O	O	O	O	O	_	_	_
12	I-OTH	O	O	O	O	O	_	_	_
Nov	I-OTH	O	O	O	O	O	_	_	_
les	I-OTH	O	O	O	O	O	_	_	_
ruhiger	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
bayrischen	O	O	O	O	O	O	_	_	_
Ordnungszelle	O	O	O	O	O	O	_	_	_
Alle	O	O	O	O	O	O	_	_	_
Welt	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Sachen	O	O	O	O	O	O	_	_	_
darüber	O	O	O	O	O	O	_	_	_
Kahr	B-PER	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
seinen	O	O	O	O	O	O	_	_	_
Verbänden	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
