TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
es	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
eben	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Feinde	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
hie	O	O	O	O	O	O	_	_	_
welche	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
Schw	O	O	O	O	O	O	_	_	_
Postinata	O	O	O	O	O	O	_	_	_
sandte	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
bitte	O	O	O	O	O	O	_	_	_
Dich	O	O	O	O	O	O	_	_	_
selbige	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
übrigen	O	O	O	O	O	O	_	_	_
Geschwistern	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Lesen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
senden	O	O	O	O	O	O	_	_	_
Unser	O	O	O	O	O	O	_	_	_
guten	O	O	O	O	O	O	_	_	_
Schwesterle	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
wirklich	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
10	O	O	O	O	O	O	_	_	_
aufopfander	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Buttel	O	O	O	O	O	O	_	_	_
gepflegt	O	O	O	O	O	O	_	_	_
Wolde	O	O	O	O	O	O	_	_	_
Angst	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Sorge	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
5	O	O	O	O	O	O	_	_	_
Wochen	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Gefahr	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
gestanden	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Nacht	O	O	O	O	O	O	_	_	_
kömt	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Lieben	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
kaum	O	O	O	O	O	O	_	_	_
denken	O	O	O	O	O	O	_	_	_
Hieviele	O	O	O	O	O	O	_	_	_
innig	O	O	O	O	O	O	_	_	_
Gebete	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Gott	O	O	O	O	O	O	_	_	_
emporgedrungen	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Erhal	O	O	O	O	O	O	_	_	_
tung	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Lebens	O	O	O	O	O	O	_	_	_
unseres	O	O	O	O	O	O	_	_	_
teueren	O	O	O	O	O	O	_	_	_
Büfferchen	O	O	O	O	O	O	_	_	_
