TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Roberts	B-PER	O	O	O	O	O	_	_	_
Garnisonstadt	I-PER	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Schule	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
damals	O	O	O	O	O	O	_	_	_
gelegen	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
extra	O	O	O	O	O	O	_	_	_
ange	O	O	O	O	O	O	_	_	_
sehen	O	O	O	O	O	O	_	_	_
Leider	O	O	O	O	O	O	_	_	_
konnte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
Karte	O	O	O	O	O	O	_	_	_
davon	O	O	O	O	O	O	_	_	_
erhalten	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
Konstanz	B-LOC	O	O	O	O	O	_	_	_
mußte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Augen	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Fund	O	O	O	O	O	O	_	_	_
körper	O	O	O	O	O	O	_	_	_
drin	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
höchste	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
entfernt	O	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
Auf	O	O	O	O	O	O	_	_	_
Wanderschaft	O	O	O	O	O	O	_	_	_
kostete	O	O	O	O	O	O	_	_	_
nichts	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
Konflanz	O	O	O	O	O	O	_	_	_
machte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Dampferfahrt	O	O	O	O	O	O	_	_	_
Rheinaufwarts	B-LOC	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
Schaffhausen	B-LOC	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
Konstanz	B-LOC	O	O	O	O	O	_	_	_
gab	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
zwei	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
Visum	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Schweig	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
bekannten	O	O	O	O	O	O	_	_	_
Wasserfall	O	O	O	O	O	O	_	_	_
an	B-OTH	O	O	O	O	O	_	_	_
Unterkunft	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
Verpflegung	I-OTH	O	O	O	O	O	_	_	_
im	I-OTH	O	O	O	O	O	_	_	_
Gesellenhaus	I-OTH	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
schmeckten	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Schweizer	O	O	O	O	O	O	_	_	_
Stumpen	B-OTH	O	O	O	O	O	_	_	_
Von	I-OTH	O	O	O	O	O	_	_	_
Schaffhausen	I-OTH	O	O	O	O	O	_	_	_
zug	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
Reise	I-OTH	O	O	O	O	O	_	_	_
weiter	I-OTH	O	O	O	O	O	_	_	_
nach	I-OTH	O	O	O	O	O	_	_	_
Donauschungen	I-OTH	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Domanuelle	O	O	O	O	O	O	_	_	_
Ganz	O	O	O	O	O	O	_	_	_
eigenartig	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
gestimmt	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
licht	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Werde	O	O	O	O	O	O	_	_	_
2840	O	O	O	O	O	O	_	_	_
km	O	O	O	O	O	O	_	_	_
Das	O	O	O	O	O	O	_	_	_
Wasser	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Boden	O	O	O	O	O	O	_	_	_
quillt	O	O	O	O	O	O	_	_	_
legt	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Weg	O	O	O	O	O	O	_	_	_
zurück	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
Felder	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Wälder	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
öde	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
reich	O	O	O	O	O	O	_	_	_
gesegnete	O	O	O	O	O	O	_	_	_
Huren	B-OTH	O	O	O	O	O	_	_	_
durch	I-OTH	O	O	O	O	O	_	_	_
Flachland	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
herrliche	I-OTH	O	O	O	O	O	_	_	_
Täler	I-OTH	O	O	O	O	O	_	_	_
vorbei	I-OTH	O	O	O	O	O	_	_	_
an	I-OTH	O	O	O	O	O	_	_	_
kleinen	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
großen	I-OTH	O	O	O	O	O	_	_	_
Städten	I-OTH	O	O	O	O	O	_	_	_
mit	I-OTH	O	O	O	O	O	_	_	_
herrlichen	I-OTH	O	O	O	O	O	_	_	_
Domen	I-OTH	O	O	O	O	O	_	_	_
Alem	I-OTH	O	O	O	O	O	_	_	_
Regensburg	I-OTH	O	O	O	O	O	_	_	_
Passan	I-OTH	O	O	O	O	O	_	_	_
Wien	I-OTH	O	O	O	O	O	_	_	_
mit	I-OTH	O	O	O	O	O	_	_	_
dem	I-OTH	O	O	O	O	O	_	_	_
alten	I-OTH	O	O	O	O	O	_	_	_
Nächsten	I-OTH	O	O	O	O	O	_	_	_
Tag	I-OTH	O	O	O	O	O	_	_	_
weiter	I-OTH	O	O	O	O	O	_	_	_
über	I-OTH	O	O	O	O	O	_	_	_
Persatz	I-OTH	O	O	O	O	O	_	_	_
nach	I-OTH	O	O	O	O	O	_	_	_
Wangen	I-OTH	O	O	O	O	O	_	_	_
War	I-OTH	O	O	O	O	O	_	_	_
nun	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
Würtemberg	I-OTH	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
ersten	O	O	O	O	O	O	_	_	_
Schwaben	O	O	O	O	O	O	_	_	_
Gemütliche	O	O	O	O	O	O	_	_	_
zuvorkommende	O	O	O	O	O	O	_	_	_
Leute	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
freigiebig	O	O	O	O	O	O	_	_	_
Nur	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Most	O	O	O	O	O	O	_	_	_
konnte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
vertragen	O	O	O	O	O	O	_	_	_
Müßte	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Nachts	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
oft	O	O	O	O	O	O	_	_	_
laufen	O	O	O	O	O	O	_	_	_
Nächsten	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
weiter	O	O	O	O	O	O	_	_	_
Richtung	O	O	O	O	O	O	_	_	_
Regensburg	O	O	O	O	O	O	_	_	_
Unterwegs	O	O	O	O	O	O	_	_	_
halt	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Auto	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
mitzufahren	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Bemerkung	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
nichts	O	O	O	O	O	O	_	_	_
zahlen	O	O	O	O	O	O	_	_	_
könne	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
sei	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
Wanderschaft	O	O	O	O	O	O	_	_	_
Das	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
nis	O	O	O	O	O	O	_	_	_
steig	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
e	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Arzt	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Rawenburg	B-LOC	O	O	O	O	O	_	_	_
fuhr	O	O	O	O	O	O	_	_	_
Drei	O	O	O	O	O	O	_	_	_
Stunden	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
suppeln	O	O	O	O	O	O	_	_	_
gehabt	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
20	O	O	O	O	O	O	_	_	_
Minuten	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
zudum	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
schöne	O	O	O	O	O	O	_	_	_
Unterhaltung	B-OTH	O	O	O	O	O	_	_	_
Von	I-OTH	O	O	O	O	O	_	_	_
Regensburg	I-OTH	O	O	O	O	O	_	_	_
ging	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
weiter	I-OTH	O	O	O	O	O	_	_	_
nach	I-OTH	O	O	O	O	O	_	_	_
dem	I-OTH	O	O	O	O	O	_	_	_
3	I-OTH	O	O	O	O	O	_	_	_
entfernten	I-OTH	O	O	O	O	O	_	_	_
Weingarten	I-OTH	O	O	O	O	O	_	_	_
bekannt	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
alljährlich	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
statt	O	O	O	O	O	O	_	_	_
findende	O	O	O	O	O	O	_	_	_
Reiserprozession	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Christi	B-PER	O	O	O	O	O	_	_	_
himmelfahrt	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
fern	O	O	O	O	O	O	_	_	_
kommen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Bauern	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Pferden	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
dieser	O	O	O	O	O	O	_	_	_
Prozession	O	O	O	O	O	O	_	_	_
zusammen	O	O	O	O	O	O	_	_	_
Alles	O	O	O	O	O	O	_	_	_
reitet	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Geistlichkeit	O	O	O	O	O	O	_	_	_
mehrere	O	O	O	O	O	O	_	_	_
Stunden	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Städchen	O	O	O	O	O	O	_	_	_
Im	O	O	O	O	O	O	_	_	_
Jahre	O	O	O	O	O	O	_	_	_
184	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
900	O	O	O	O	O	O	_	_	_
Personen	O	O	O	O	O	O	_	_	_
daran	O	O	O	O	O	O	_	_	_
teilgenommen	O	O	O	O	O	O	_	_	_
Angeblich	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Tropfen	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
Blut	O	O	O	O	O	O	_	_	_
Christi	B-PER	O	O	O	O	O	_	_	_
