TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Hauskam	B-OTH	O	O	O	O	O	_	_	_
Oberbauen	I-OTH	O	O	O	O	O	_	_	_
den	I-OTH	O	O	O	O	O	_	_	_
7	I-OTH	O	O	O	O	O	_	_	_
J	I-OTH	O	O	O	O	O	_	_	_
Lieber	I-OTH	O	O	O	O	O	_	_	_
Ehe	I-OTH	O	O	O	O	O	_	_	_
Von	I-OTH	O	O	O	O	O	_	_	_
Robert	I-OTH	O	O	O	O	O	_	_	_
erhielte	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
einen	I-OTH	O	O	O	O	O	_	_	_
Brief	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
dem	I-OTH	O	O	O	O	O	_	_	_
er	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
mitteilt	I-OTH	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Dir	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Tochter	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	_	_	_
führt	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
seine	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
gern	O	O	O	O	O	O	_	_	_
paar	O	O	O	O	O	O	_	_	_
Märchenbücher	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
schrieb	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
besorgen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Dich	O	O	O	O	O	O	_	_	_
schicken	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Mädelte	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	_	_	_
nimmt	O	O	O	O	O	O	_	_	_
Anbei	B-OTH	O	O	O	O	O	_	_	_
schicke	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
dir	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
Bücher	I-OTH	O	O	O	O	O	_	_	_
Wie	I-OTH	O	O	O	O	O	_	_	_
geht	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
dir	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
deiner	I-OTH	O	O	O	O	O	_	_	_
Familie	I-OTH	O	O	O	O	O	_	_	_
nach	I-OTH	O	O	O	O	O	_	_	_
entlich	I-OTH	O	O	O	O	O	_	_	_
sein	I-OTH	O	O	O	O	O	_	_	_
Und	I-OTH	O	O	O	O	O	_	_	_
wie	I-OTH	O	O	O	O	O	_	_	_
gehts	I-OTH	O	O	O	O	O	_	_	_
der	I-OTH	O	O	O	O	O	_	_	_
Mutter	I-OTH	O	O	O	O	O	_	_	_
Ich	I-OTH	O	O	O	O	O	_	_	_
Ihr	I-OTH	O	O	O	O	O	_	_	_
alle	I-OTH	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
gesund	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
z	O	O	O	O	O	O	_	_	_
Zt	O	O	O	O	O	O	_	_	_
dienstlich	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Hausham	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	_
Bahnfahrt	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
München	B-LOC	O	O	O	O	O	_	_	_
Vertretung	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
kranken	O	O	O	O	O	O	_	_	_
Kollegen	O	O	O	O	O	O	_	_	_
Schreibe	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
bitte	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Karte	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Bücher	O	O	O	O	O	O	_	_	_
erhalten	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Alles	O	O	O	O	O	O	_	_	_
Gute	O	O	O	O	O	O	_	_	_
besonders	O	O	O	O	O	O	_	_	_
deiner	O	O	O	O	O	O	_	_	_
Tochter	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
glückliche	O	O	O	O	O	O	_	_	_
Überfahrt	O	O	O	O	O	O	_	_	_
wünschen	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
Kiefer	B-PER	O	O	O	O	O	_	_	_
Jo	I-PER	O	O	O	O	O	_	_	_
prüft	O	O	O	O	O	O	_	_	_
