TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
würde	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
Hochzeit	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
men	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
möchte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
erst	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
Brie	O	O	O	O	O	O	_	_	_
wechsel	O	O	O	O	O	O	_	_	_
bitten	O	O	O	O	O	O	_	_	_
ehe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
langen	O	O	O	O	O	O	_	_	_
Reise	O	O	O	O	O	O	_	_	_
entschlies	O	O	O	O	O	O	_	_	_
möchte	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Herzens	O	O	O	O	O	O	_	_	_
gerne	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
schön	O	O	O	O	O	O	_	_	_
Califorma	O	O	O	O	O	O	_	_	_
sehen	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Reise	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
hoch	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
Stun	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Thekla	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
gro	O	O	O	O	O	O	_	_	_
sores	O	O	O	O	O	O	_	_	_
Bild	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
allen	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
verschickt	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
