TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Ich	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Stelle	O	O	O	O	O	O	_	_	_
seit	O	O	O	O	O	O	_	_	_
2	O	O	O	O	O	O	_	_	_
Monaten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
müßte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wechse	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
andere	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
ver	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
verrückt	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
schade	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Zimmer	O	O	O	O	O	O	_	_	_
mieten	O	O	O	O	O	O	_	_	_
fürs	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Woche	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
ausruhen	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
gestellt	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
heiße	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
werde	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
freuen	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
deinen	O	O	O	O	O	O	_	_	_
lieben	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
hören	O	O	O	O	O	O	_	_	_
Ist	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
liebes	O	O	O	O	O	O	_	_	_
Muttere	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
gestellt	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
furchtbar	O	O	O	O	O	O	_	_	_
fest	O	O	O	O	O	O	_	_	_
zwesen	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Teutschland	O	O	O	O	O	O	_	_	_
Wein	O	O	O	O	O	O	_	_	_
Vater	O	O	O	O	O	O	_	_	_
scheint	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
richtig	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
kurzem	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
schrieben	O	O	O	O	O	O	_	_	_
möchte	O	O	O	O	O	O	_	_	_
gerne	O	O	O	O	O	O	_	_	_
sehen	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
fort	O	O	O	O	O	O	_	_	_
könne	O	O	O	O	O	O	_	_	_
Er	O	O	O	O	O	O	_	_	_
besucht	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
zwischen	O	O	O	O	O	O	_	_	_
meinen	O	O	O	O	O	O	_	_	_
Geschwistern	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
verwandte	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
bekannte	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
je	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Kirche	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
Gelegenheit	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
seiner	O	O	O	O	O	O	_	_	_
Reise	B-OTH	O	O	O	O	O	_	_	_
nach	I-OTH	O	O	O	O	O	_	_	_
dem	I-OTH	O	O	O	O	O	_	_	_
bessern	I-OTH	O	O	O	O	O	_	_	_
Genseits	I-OTH	O	O	O	O	O	_	_	_
vorzu	I-OTH	O	O	O	O	O	_	_	_
bereiten	I-OTH	O	O	O	O	O	_	_	_
das	I-OTH	O	O	O	O	O	_	_	_
ist	I-OTH	O	O	O	O	O	_	_	_
was	I-OTH	O	O	O	O	O	_	_	_
er	I-OTH	O	O	O	O	O	_	_	_
immer	I-OTH	O	O	O	O	O	_	_	_
schreibt	I-OTH	O	O	O	O	O	_	_	_
Sei	I-OTH	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
ausen	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
gegrüßt	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
Tren	O	O	O	O	O	O	_	_	_
Anna	B-PER	O	O	O	O	O	_	_	_
Reuter	I-PER	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
German	B-OTH	O	O	O	O	O	_	_	_
alle	I-OTH	O	O	O	O	O	_	_	_
keine	I-OTH	O	O	O	O	O	_	_	_
lieben	I-OTH	O	O	O	O	O	_	_	_
1040	I-OTH	O	O	O	O	O	_	_	_
Park	I-OTH	O	O	O	O	O	_	_	_
are	I-OTH	O	O	O	O	O	_	_	_
legt	I-OTH	O	O	O	O	O	_	_	_
A	I-OTH	O	O	O	O	O	_	_	_
c	I-OTH	O	O	O	O	O	_	_	_
gehört	I-OTH	O	O	O	O	O	_	_	_
Gas	I-OTH	O	O	O	O	O	_	_	_
Mr	I-OTH	O	O	O	O	O	_	_	_
J	I-OTH	O	O	O	O	O	_	_	_
G	I-OTH	O	O	O	O	O	_	_	_
Mayer	I-OTH	O	O	O	O	O	_	_	_
