TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Schwester	O	O	O	O	O	O	_	_	_
umb	O	O	O	O	O	O	_	_	_
fortunata	O	O	O	O	O	O	_	_	_
wo	O	O	O	O	O	O	_	_	_
Cammer	O	O	O	O	O	O	_	_	_
besuchen	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
sieben	O	O	O	O	O	O	_	_	_
Jahren	O	O	O	O	O	O	_	_	_
käme	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
gab	O	O	O	O	O	O	_	_	_
Gefund	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
Con	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
versatz	O	O	O	O	O	O	_	_	_
Winder	B-PER	O	O	O	O	O	_	_	_
worden	B-OTH	O	O	O	O	O	_	_	_
nach	I-OTH	O	O	O	O	O	_	_	_
dem	I-OTH	O	O	O	O	O	_	_	_
Gauder	I-OTH	O	O	O	O	O	_	_	_
Kloster	I-OTH	O	O	O	O	O	_	_	_
Wänden	I-OTH	O	O	O	O	O	_	_	_
an	I-OTH	O	O	O	O	O	_	_	_
der	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
Ausbezirk	I-OTH	O	O	O	O	O	_	_	_
ihn	I-OTH	O	O	O	O	O	_	_	_
linge	I-OTH	O	O	O	O	O	_	_	_
uns	I-OTH	O	O	O	O	O	_	_	_
nacher	I-OTH	O	O	O	O	O	_	_	_
der	I-OTH	O	O	O	O	O	_	_	_
sie	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
4	I-OTH	O	O	O	O	O	_	_	_
bei	I-OTH	O	O	O	O	O	_	_	_
sammen	I-OTH	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
Eltern	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
sen	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
stern	B-ORG	O	O	O	O	O	_	_	_
besonders	O	O	O	O	O	O	_	_	_
groß	O	O	O	O	O	O	_	_	_
her	O	O	O	O	O	O	_	_	_
Gna	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
