TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
en	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
te	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
Grüsse	O	O	O	O	O	O	_	_	_
au	O	O	O	O	O	O	_	_	_
Freunde	B-ORG	O	O	O	O	O	_	_	_
u	I-ORG	O	O	O	O	O	_	_	_
Bekannte	I-ORG	O	O	O	O	O	_	_	_
dortselbst	I-ORG	O	O	O	O	O	_	_	_
et	I-ORG	O	O	O	O	O	_	_	_
Cons	I-ORG	O	O	O	O	O	_	_	_
Lahner	B-PER	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
not	O	O	O	O	O	O	_	_	_
