TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
ist	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Stammhalter	O	O	O	O	O	O	_	_	_
angekom	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
glücklich	O	O	O	O	O	O	_	_	_
verlaufen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
glücklich	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
Schwägerin	O	O	O	O	O	O	_	_	_
Anna	B-PER	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
gen	O	O	O	O	O	O	_	_	_
Trubel	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Eisen	O	O	O	O	O	O	_	_	_
ten	O	O	O	O	O	O	_	_	_
während	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
ganzen	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
wohlen	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Schwägerin	O	O	O	O	O	O	_	_	_
Tillche	O	O	O	O	O	O	_	_	_
kommt	O	O	O	O	O	O	_	_	_
best	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
ersorgt	O	O	O	O	O	O	_	_	_
un	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
genn	O	O	O	O	O	O	_	_	_
sehen	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
liefte	O	O	O	O	O	O	_	_	_
Thekla	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Maine	B-LOC	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
dieser	O	O	O	O	O	O	_	_	_
Familie	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
schön	O	O	O	O	O	O	_	_	_
kühl	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
wenigstens	O	O	O	O	O	O	_	_	_
schlag	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
genug	O	O	O	O	O	O	_	_	_
arbeit	O	O	O	O	O	O	_	_	_
davor	O	O	O	O	O	O	_	_	_
besuch	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
ganze	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
zeit	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
Hier	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
Kohlen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Holz	O	O	O	O	O	O	_	_	_
eigen	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
kein	O	O	O	O	O	O	_	_	_
Gas	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
gibt	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Brandist	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
nett	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Mann	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
Teufel	O	O	O	O	O	O	_	_	_
steckt	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
ganzen	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ste	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
jedes	O	O	O	O	O	O	_	_	_
Struchen	O	O	O	O	O	O	_	_	_
sieht	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
