TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Gegen	O	O	O	O	O	O	_	_	_
Abend	O	O	O	O	O	O	_	_	_
ging	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Pfarrhof	O	O	O	O	O	O	_	_	_
wa	O	O	O	O	O	O	_	_	_
Nach	O	O	O	O	O	O	_	_	_
einigen	O	O	O	O	O	O	_	_	_
Stunden	O	O	O	O	O	O	_	_	_
Aufenthalt	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Kauf	B-LOC	O	O	O	O	O	_	_	_
beuren	B-OTH	O	O	O	O	O	_	_	_
einem	I-OTH	O	O	O	O	O	_	_	_
kleinen	I-OTH	O	O	O	O	O	_	_	_
netten	I-OTH	O	O	O	O	O	_	_	_
Städtchen	I-OTH	O	O	O	O	O	_	_	_
führ	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
den	I-OTH	O	O	O	O	O	_	_	_
Pfarrer	I-OTH	O	O	O	O	O	_	_	_
auch	I-OTH	O	O	O	O	O	_	_	_
antraf	I-OTH	O	O	O	O	O	_	_	_
der	I-OTH	O	O	O	O	O	_	_	_
sich	I-OTH	O	O	O	O	O	_	_	_
vielmals	I-OTH	O	O	O	O	O	_	_	_
entschuldigte	I-OTH	O	O	O	O	O	_	_	_
er	I-OTH	O	O	O	O	O	_	_	_
meinte	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
Wirtin	I-OTH	O	O	O	O	O	_	_	_
hätte	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
weiter	I-OTH	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
abend	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Füssen	B-LOC	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
schönes	O	O	O	O	O	O	_	_	_
Zauberes	O	O	O	O	O	O	_	_	_
Städtchen	O	O	O	O	O	O	_	_	_
Quartier	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
vieleicht	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
wenig	O	O	O	O	O	O	_	_	_
geboten	O	O	O	O	O	O	_	_	_
Er	O	O	O	O	O	O	_	_	_
gab	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Anweisung	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Übermachung	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Gasthaus	B-ORG	O	O	O	O	O	_	_	_
Gesellenhaus	I-ORG	O	O	O	O	O	_	_	_
gratis	I-ORG	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Franke	O	O	O	O	O	O	_	_	_
Nächsten	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
Sontag	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Adler	B-ORG	O	O	O	O	O	_	_	_
Versammlungslokal	I-ORG	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Gesellen	O	O	O	O	O	O	_	_	_
vereins	O	O	O	O	O	O	_	_	_
Besichtigung	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Städtchens	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
mittag	O	O	O	O	O	O	_	_	_
Nachmittags	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
Wanderung	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
gepflegter	O	O	O	O	O	O	_	_	_
Straße	O	O	O	O	O	O	_	_	_
Schönes	O	O	O	O	O	O	_	_	_
Zimmer	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Blubsessel	B-LOC	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
schöner	O	O	O	O	O	O	_	_	_
erreichte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Hohenschwangen	B-LOC	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Urkunden	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
Bett	O	O	O	O	O	O	_	_	_
Man	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
geraten	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
dieses	O	O	O	O	O	O	_	_	_
Schloß	O	O	O	O	O	O	_	_	_
gehen	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
ins	O	O	O	O	O	O	_	_	_
achte	O	O	O	O	O	O	_	_	_
Jahrhundert	O	O	O	O	O	O	_	_	_
zurück	B-OTH	O	O	O	O	O	_	_	_
Alm	I-OTH	O	O	O	O	O	_	_	_
zu	I-OTH	O	O	O	O	O	_	_	_
sagen	I-OTH	O	O	O	O	O	_	_	_
um	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
gute	I-OTH	O	O	O	O	O	_	_	_
Allaue	I-OTH	O	O	O	O	O	_	_	_
Milch	I-OTH	O	O	O	O	O	_	_	_
Sehr	I-OTH	O	O	O	O	O	_	_	_
interessant	I-OTH	O	O	O	O	O	_	_	_
für	I-OTH	O	O	O	O	O	_	_	_
Wagner	I-OTH	O	O	O	O	O	_	_	_
Verehrer	I-OTH	O	O	O	O	O	_	_	_
da	I-OTH	O	O	O	O	O	_	_	_
man	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
Butter	I-OTH	O	O	O	O	O	_	_	_
an	I-OTH	O	O	O	O	O	_	_	_
der	I-OTH	O	O	O	O	O	_	_	_
Quelle	I-OTH	O	O	O	O	O	_	_	_
zu	I-OTH	O	O	O	O	O	_	_	_
verkosten	I-OTH	O	O	O	O	O	_	_	_
was	I-OTH	O	O	O	O	O	_	_	_
fast	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
jedem	O	O	O	O	O	O	_	_	_
Raum	O	O	O	O	O	O	_	_	_
sozusagen	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
seinem	O	O	O	O	O	O	_	_	_
Geiste	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
andern	O	O	O	O	O	O	_	_	_
Tags	O	O	O	O	O	O	_	_	_
10	O	O	O	O	O	O	_	_	_
Sigt	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Nach	O	O	O	O	O	O	_	_	_
zweistün	O	O	O	O	O	O	_	_	_
umschwebt	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
Senen	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Nebelungen	O	O	O	O	O	O	_	_	_
sage	O	O	O	O	O	O	_	_	_
