TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
so	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Angst	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Eile	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Käufer	O	O	O	O	O	O	_	_	_
Onkel	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
spät	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Bahn	O	O	O	O	O	O	_	_	_
Nur	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
kurze	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
H	O	O	O	O	O	O	_	_	_
Weihnachtsfest	O	O	O	O	O	O	_	_	_
rückt	O	O	O	O	O	O	_	_	_
heran	O	O	O	O	O	O	_	_	_
Wir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
gegenwärtig	O	O	O	O	O	O	_	_	_
entwor	O	O	O	O	O	O	_	_	_
Schnee	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
kalt	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
schließe	O	O	O	O	O	O	_	_	_
mein	O	O	O	O	O	O	_	_	_
Schreiben	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
vielen	O	O	O	O	O	O	_	_	_
herzlichen	O	O	O	O	O	O	_	_	_
Grüßen	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
Füßen	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
dich	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Thekla	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
verbleibe	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
vielen	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
vielen	O	O	O	O	O	O	_	_	_
Grüßen	B-OTH	O	O	O	O	O	_	_	_
Dein	I-OTH	O	O	O	O	O	_	_	_
Seele	I-OTH	O	O	O	O	O	_	_	_
Grüße	I-OTH	O	O	O	O	O	_	_	_
Schwester	I-OTH	O	O	O	O	O	_	_	_
u	I-OTH	O	O	O	O	O	_	_	_
Schwäger	I-OTH	O	O	O	O	O	_	_	_
von	I-OTH	O	O	O	O	O	_	_	_
Mutter	I-OTH	O	O	O	O	O	_	_	_
Agnes	I-OTH	O	O	O	O	O	_	_	_
Hedwig	I-OTH	O	O	O	O	O	_	_	_
Barthol	I-OTH	O	O	O	O	O	_	_	_
Mutter	I-OTH	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
selbst	O	O	O	O	O	O	_	_	_
bedanken	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Gelde	B-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
schönen	I-OTH	O	O	O	O	O	_	_	_
Braut	I-OTH	O	O	O	O	O	_	_	_
bild	I-OTH	O	O	O	O	O	_	_	_
Muttermeinte	I-OTH	O	O	O	O	O	_	_	_
wir	I-OTH	O	O	O	O	O	_	_	_
sind	I-OTH	O	O	O	O	O	_	_	_
doch	I-OTH	O	O	O	O	O	_	_	_
gut	I-OTH	O	O	O	O	O	_	_	_
zusammen	I-OTH	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
Vertrauen	O	O	O	O	O	O	_	_	_
geschenkt	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
nichts	O	O	O	O	O	O	_	_	_
mer	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
meinen	O	O	O	O	O	O	_	_	_
Geschwistern	O	O	O	O	O	O	_	_	_
geschenkt	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Paul	B-PER	O	O	O	O	O	_	_	_
verdient	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
schönes	O	O	O	O	O	O	_	_	_
Geld	O	O	O	O	O	O	_	_	_
Wir	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
allein	O	O	O	O	O	O	_	_	_
