TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
feste	O	O	O	O	O	O	_	_	_
Ganz	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Karte	O	O	O	O	O	O	_	_	_
be	O	O	O	O	O	O	_	_	_
bestellt	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
Neujahr	B-OTH	O	O	O	O	O	_	_	_
habe	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
kommen	I-OTH	O	O	O	O	O	_	_	_
Liebe	I-OTH	O	O	O	O	O	_	_	_
Thekla	I-OTH	O	O	O	O	O	_	_	_
Mutter	I-OTH	O	O	O	O	O	_	_	_
beim	I-OTH	O	O	O	O	O	_	_	_
Herrn	I-OTH	O	O	O	O	O	_	_	_
Förster	I-OTH	O	O	O	O	O	_	_	_
1	I-OTH	O	O	O	O	O	_	_	_
Hasen	I-OTH	O	O	O	O	O	_	_	_
bestellt	O	O	O	O	O	O	_	_	_
verliert	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
schweren	O	O	O	O	O	O	_	_	_
Wir	O	O	O	O	O	O	_	_	_
können	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
leisten	O	O	O	O	O	O	_	_	_
Krankheit	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
ganzes	O	O	O	O	O	O	_	_	_
schöne	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
bekommen	O	O	O	O	O	O	_	_	_
Tschechisches	O	O	O	O	O	O	_	_	_
schwarzes	O	O	O	O	O	O	_	_	_
Haar	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Füsse	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
