TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
was	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
Wilchen	B-PER	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
werde	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
schreiben	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
lasse	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
grüßen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Sonntag	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Antonausfest	B-OTH	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Prozession	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Maria	B-LOC	O	O	O	O	O	_	_	_
Hilf	B-LOC	O	O	O	O	O	_	_	_
Wallfarten	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
Agnes	B-PER	O	O	O	O	O	_	_	_
fleißig	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
beten	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Schluß	O	O	O	O	O	O	_	_	_
übersende	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Mutterlichen	O	O	O	O	O	O	_	_	_
Segen	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
verbleibe	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
hlg	O	O	O	O	O	O	_	_	_
Herzen	O	O	O	O	O	O	_	_	_
Sohn	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Maria	B-PER	O	O	O	O	O	_	_	_
Euer	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
liebende	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
Agnes	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Bartholt	B-PER	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Christus	B-PER	O	O	O	O	O	_	_	_
Langenbrück	B-LOC	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	_
10	O	O	O	O	O	O	_	_	_
1928	O	O	O	O	O	O	_	_	_
H	B-PER	O	O	O	O	O	_	_	_
J	B-PER	O	O	O	O	O	_	_	_
S	B-PER	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
