TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Kurses	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
ganzen	O	O	O	O	O	O	_	_	_
Sommer	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
sehe	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Anfan	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
kan	O	O	O	O	O	O	_	_	_
negstens	O	O	O	O	O	O	_	_	_
ent	O	O	O	O	O	O	_	_	_
lehrt	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
Bekla	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Marie	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Bobbi	B-PER	O	O	O	O	O	_	_	_
hoffentlich	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
beide	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
hergestellt	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
schlimmen	O	O	O	O	O	O	_	_	_
Krankheit	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Früh	O	O	O	O	O	O	_	_	_
jahr	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
schade	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
schen	O	O	O	O	O	O	_	_	_
hattest	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
diese	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
oft	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
dich	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
ausgekommen	O	O	O	O	O	O	_	_	_
weise	O	O	O	O	O	O	_	_	_
bestimmt	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Leben	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
ger	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
gerne	O	O	O	O	O	O	_	_	_
aushelfen	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
nötig	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Ist	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Lausas	B-PER	O	O	O	O	O	_	_	_
bit	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Arbeit	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
beider	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
stetiges	O	O	O	O	O	O	_	_	_
Verdien	O	O	O	O	O	O	_	_	_
ille	O	O	O	O	O	O	_	_	_
burg	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
schlecht	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
gant	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
gehen	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
deroit	O	O	O	O	O	O	_	_	_
wertigen	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
Glück	O	O	O	O	O	O	_	_	_
weise	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Unter	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
gende	O	O	O	O	O	O	_	_	_
