TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Preise	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
heute	O	O	O	O	O	O	_	_	_
Morgen	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
München	B-LOC	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
7	O	O	O	O	O	O	_	_	_
Dezember	O	O	O	O	O	O	_	_	_
1912	O	O	O	O	O	O	_	_	_
höher	O	O	O	O	O	O	_	_	_
Ebenso	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Lebensmittel	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
andere	O	O	O	O	O	O	_	_	_
gestiegen	O	O	O	O	O	O	_	_	_
Ein	O	O	O	O	O	O	_	_	_
paar	O	O	O	O	O	O	_	_	_
Lieber	O	O	O	O	O	O	_	_	_
Bruder	O	O	O	O	O	O	_	_	_
Schuhe	O	O	O	O	O	O	_	_	_
25	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
30000	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	_
Ein	O	O	O	O	O	O	_	_	_
Anzug	O	O	O	O	O	O	_	_	_
80	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
100000	O	O	O	O	O	O	_	_	_
Mark	B-OTH	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
mittlern	O	O	O	O	O	O	_	_	_
Geschäften	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
diesen	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
erst	O	O	O	O	O	O	_	_	_
Ende	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
diesjährige	O	O	O	O	O	O	_	_	_
Weihnachten	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Jahres	O	O	O	O	O	O	_	_	_
erhälft	O	O	O	O	O	O	_	_	_
wünsche	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
dir	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
trauriges	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
