TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
In	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
letzten	O	O	O	O	O	O	_	_	_
fragenen	O	O	O	O	O	O	_	_	_
Briefe	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Lu	B-PER	O	O	O	O	O	_	_	_
Neuer	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
letzten	O	O	O	O	O	O	_	_	_
Herbst	O	O	O	O	O	O	_	_	_
wider	O	O	O	O	O	O	_	_	_
zurück	O	O	O	O	O	O	_	_	_
brachte	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
un	O	O	O	O	O	O	_	_	_
hofen	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
herüber	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
letzten	O	O	O	O	O	O	_	_	_
Sontag	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Kirche	O	O	O	O	O	O	_	_	_
gesehen	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
schönes	O	O	O	O	O	O	_	_	_
Mädchen	O	O	O	O	O	O	_	_	_
Libe	B-PER	O	O	O	O	O	_	_	_
Thekla	B-PER	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
tut	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
leid	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ihre	O	O	O	O	O	O	_	_	_
Erzien	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
ferundeten	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
oft	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Fall	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
forsichtig	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
denen	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
führ	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ietz	O	O	O	O	O	O	_	_	_
wissen	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
lie	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Erlich	O	O	O	O	O	O	_	_	_
können	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
danach	O	O	O	O	O	O	_	_	_
einrichten	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
diese	O	O	O	O	O	O	_	_	_
Person	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Mrs	O	O	O	O	O	O	_	_	_
niglich	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
