TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Langenbruck	B-LOC	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
N	O	O	O	O	O	O	_	_	_
632	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
lauter	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Tante	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Enkel	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
paar	O	O	O	O	O	O	_	_	_
Zeilen	O	O	O	O	O	O	_	_	_
beilagen	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
grad	O	O	O	O	O	O	_	_	_
Großmutter	O	O	O	O	O	O	_	_	_
schenkt	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
ver	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Ge	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
men	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
wol	O	O	O	O	O	O	_	_	_
Wir	O	O	O	O	O	O	_	_	_
dan	O	O	O	O	O	O	_	_	_
kun	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
hen	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
ins	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
gen	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
sche	O	O	O	O	O	O	_	_	_
arbeits	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Jahr	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
weiß	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
Schule	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
