TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Katzenbruchs	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
11	O	O	O	O	O	O	_	_	_
August	O	O	O	O	O	O	_	_	_
1849	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Scheide	O	O	O	O	O	O	_	_	_
stunde	O	O	O	O	O	O	_	_	_
fehlgeschlagen	O	O	O	O	O	O	_	_	_
worden	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Scheiden	O	O	O	O	O	O	_	_	_
müße	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
fiel	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
schnell	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
ren	O	O	O	O	O	O	_	_	_
Lieben	O	O	O	O	O	O	_	_	_
scheiden	O	O	O	O	O	O	_	_	_
müßte	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
Anführt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
kauf	O	O	O	O	O	O	_	_	_
verleben	O	O	O	O	O	O	_	_	_
schen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
Mutters	O	O	O	O	O	O	_	_	_
Fuß	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
geschen	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
sei	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
nichts	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
schlacht	O	O	O	O	O	O	_	_	_
auses	O	O	O	O	O	O	_	_	_
gebe	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
bleich	O	O	O	O	O	O	_	_	_
natürlich	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
zuviel	O	O	O	O	O	O	_	_	_
hatt	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Solutum	O	O	O	O	O	O	_	_	_
oder	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Hedwig	B-PER	O	O	O	O	O	_	_	_
hatt	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
genug	O	O	O	O	O	O	_	_	_
hal	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
Ihre	O	O	O	O	O	O	_	_	_
Leben	O	O	O	O	O	O	_	_	_
Stade	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
deßen	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
ihren	O	O	O	O	O	O	_	_	_
Sohnen	O	O	O	O	O	O	_	_	_
werdes	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
wenigstens	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
stehen	O	O	O	O	O	O	_	_	_
machte	O	O	O	O	O	O	_	_	_
Rede	O	O	O	O	O	O	_	_	_
dabene	O	O	O	O	O	O	_	_	_
soviel	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
konnte	O	O	O	O	O	O	_	_	_
hatt	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Haabe	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
geglaubt	O	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
dachte	O	O	O	O	O	O	_	_	_
Ehrende	O	O	O	O	O	O	_	_	_
Ab	O	O	O	O	O	O	_	_	_
habenden	O	O	O	O	O	O	_	_	_
Krieg	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
heuti	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
letzterem	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
Ende	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
dagegen	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
get	O	O	O	O	O	O	_	_	_
wogegen	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Sondern	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
beraubt	O	O	O	O	O	O	_	_	_
ha	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
gemacht	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
abgeben	O	O	O	O	O	O	_	_	_
daher	O	O	O	O	O	O	_	_	_
Schweig	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Augustus	B-PER	O	O	O	O	O	_	_	_
vnd	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
diesmahl	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Fahrt	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
sohin	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Geld	O	O	O	O	O	O	_	_	_
muss	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
sezt	O	O	O	O	O	O	_	_	_
ausgestanden	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Mal	O	O	O	O	O	O	_	_	_
ver	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Hans	B-PER	O	O	O	O	O	_	_	_
Mar	B-PER	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Kunde	O	O	O	O	O	O	_	_	_
hiebei	O	O	O	O	O	O	_	_	_
einmal	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Aller	O	O	O	O	O	O	_	_	_
