TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Es	O	O	O	O	O	O	_	_	_
freut	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
hören	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
ver	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
3000	O	O	O	O	O	O	_	_	_
Ein	O	O	O	O	O	O	_	_	_
Ein	O	O	O	O	O	O	_	_	_
800	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Stündchen	O	O	O	O	O	O	_	_	_
Reife	O	O	O	O	O	O	_	_	_
steht	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
glücklich	O	O	O	O	O	O	_	_	_
seid	O	O	O	O	O	O	_	_	_
Nahmt	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
30000	O	O	O	O	O	O	_	_	_
M	B-OTH	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
Pf	O	O	O	O	O	O	_	_	_
Zucker	O	O	O	O	O	O	_	_	_
1808	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Gr	O	O	O	O	O	O	_	_	_
Milch	O	O	O	O	O	O	_	_	_
nochmals	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
herzlichsten	O	O	O	O	O	O	_	_	_
Glückwunsche	O	O	O	O	O	O	_	_	_
16	O	O	O	O	O	O	_	_	_
Mk	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Fleisch	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
50	O	O	O	O	O	O	_	_	_
M	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
P	O	O	O	O	O	O	_	_	_
Kindlisch	O	O	O	O	O	O	_	_	_
dan	O	O	O	O	O	O	_	_	_
aufwärts	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
könnte	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
schriben	O	O	O	O	O	O	_	_	_
entgegen	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
kommt	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Weihnachts	O	O	O	O	O	O	_	_	_
Alles	O	O	O	O	O	O	_	_	_
söhnt	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
jämmert	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
fest	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
könnt	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
ersten	O	O	O	O	O	O	_	_	_
Male	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
ei	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
schlimmsten	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
alten	O	O	O	O	O	O	_	_	_
Leute	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
eigene	O	O	O	O	O	O	_	_	_
Heim	O	O	O	O	O	O	_	_	_
verloben	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
solche	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
ihrer	O	O	O	O	O	O	_	_	_
kürzlichen	O	O	O	O	O	O	_	_	_
Rente	O	O	O	O	O	O	_	_	_
leben	O	O	O	O	O	O	_	_	_
müssen	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
anders	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
unter	O	O	O	O	O	O	_	_	_
fremden	O	O	O	O	O	O	_	_	_
Leuten	O	O	O	O	O	O	_	_	_
Alle	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
Selbstmorde	O	O	O	O	O	O	_	_	_
Ursache	O	O	O	O	O	O	_	_	_
Nahrungsorgen	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
Deutschland	B-LOC	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
dieses	O	O	O	O	O	O	_	_	_
Jahr	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
tran	O	O	O	O	O	O	_	_	_
riges	O	O	O	O	O	O	_	_	_
Weihnachtsfest	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Kriegsjahre	O	O	O	O	O	O	_	_	_
Erbinet	B-PER	O	O	O	O	O	_	_	_
Wirt	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
Wir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
