TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
244	O	O	O	O	O	O	_	_	_
24	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Knüppel	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
heutigen	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
gen	O	O	O	O	O	O	_	_	_
Geburtstage	O	O	O	O	O	O	_	_	_
gratulieren	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Klei	O	O	O	O	O	O	_	_	_
ne	O	O	O	O	O	O	_	_	_
Walter	B-PER	O	O	O	O	O	_	_	_
Onkel	O	O	O	O	O	O	_	_	_
Walter	B-PER	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Tante	O	O	O	O	O	O	_	_	_
Filchen	B-PER	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
herzli	O	O	O	O	O	O	_	_	_
Wir	O	O	O	O	O	O	_	_	_
wünschen	O	O	O	O	O	O	_	_	_
Dir	O	O	O	O	O	O	_	_	_
aller	O	O	O	O	O	O	_	_	_
Gute	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
wirst	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
kräftiges	O	O	O	O	O	O	_	_	_
ber	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
hübsch	O	O	O	O	O	O	_	_	_
artig	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
brav	O	O	O	O	O	O	_	_	_
bleiben	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
Alle	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
gern	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
Wenn	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Kleine	O	O	O	O	O	O	_	_	_
Walter	B-PER	O	O	O	O	O	_	_	_
größer	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
gesund	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
hübsches	O	O	O	O	O	O	_	_	_
kaufen	O	O	O	O	O	O	_	_	_
