TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
auch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Stricke	B-OTH	O	O	O	O	O	Q41534	_	_
von	O	O	O	O	O	O	_	_	_
August	B-OTH	O	O	O	O	O	Q214528	_	_
war	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
drei	O	O	O	O	O	O	_	_	_
welche	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Berthold	B-PER	O	O	O	O	O	_	_	_
bestimmt	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Kaffee	B-OTH	O	O	O	O	O	Q8486	_	_
war	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wundere	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
dessen	O	O	O	O	O	O	_	_	_
guten	O	O	O	O	O	O	_	_	_
Kaffee	B-OTH	O	O	O	O	O	Q8486	_	_
gelassen	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
vielen	O	O	O	O	O	O	_	_	_
tausende	O	O	O	O	O	O	_	_	_
Paketen	B-OTH	O	O	O	O	O	Q1044124	_	_
werden	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
genug	O	O	O	O	O	O	_	_	_
gehabt	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
blos	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Wert	B-OTH	O	O	O	O	O	Q231088	_	_
solten	O	O	O	O	O	O	_	_	_
Sachen	B-OTH	O	O	O	O	O	Q697295	_	_
gestohlen	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Blute	B-OTH	O	O	O	O	O	Q742224	_	_
mit	O	O	O	O	O	O	_	_	_
blauen	O	O	O	O	O	O	_	_	_
Kragen	B-OTH	O	O	O	O	O	Q14523339	_	_
ein	O	O	O	O	O	O	_	_	_
Petit	B-OTH	O	O	O	O	O	Q19944077	_	_
Kleides	B-OTH	O	O	O	O	O	Q188672	_	_
und	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
Futter	B-OTH	O	O	O	O	O	Q258344	_	_
zweien	O	O	O	O	O	O	_	_	_
