TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
zuhalten.	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
arme	O	O	O	O	O	O	_	_	_
Deutschen	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Fol¬	O	O	O	O	O	O	_	_	_
gen	O	O	O	O	O	O	_	_	_
tragen,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
dieser	O	O	O	O	O	O	_	_	_
verkehrten	O	O	O	O	O	O	_	_	_
Politik	O	O	O	O	O	O	_	_	_
hervorge¬	B-OTH	O	O	O	O	O	_	_	_
Gangen	I-OTH	O	O	O	O	O	_	_	_
sind.	I-OTH	O	O	O	O	O	_	_	_
Wenn	I-OTH	O	O	O	O	O	_	_	_
man	I-OTH	O	O	O	O	O	_	_	_
bedenkt,	I-OTH	O	O	O	O	O	_	_	_
wie	I-OTH	O	O	O	O	O	_	_	_
wir	I-OTH	O	O	O	O	O	_	_	_
vor	I-OTH	O	O	O	O	O	_	_	_
dem	I-OTH	O	O	O	O	O	_	_	_
un¬	I-OTH	O	O	O	O	O	_	_	_
glücklichen	I-OTH	O	O	O	O	O	_	_	_
Kriege	I-OTH	O	O	O	O	O	_	_	_
gut	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
billig	I-OTH	O	O	O	O	O	_	_	_
gelebt	I-OTH	O	O	O	O	O	_	_	_
haben,	I-OTH	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
furchtbar	O	O	O	O	O	O	_	_	_
feuer	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
schlecht	O	O	O	O	O	O	_	_	_
ist,	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Haß	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Verachtung	O	O	O	O	O	O	_	_	_
derer	O	O	O	O	O	O	_	_	_
gedenken,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
er¬	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Wolte	O	O	O	O	O	O	_	_	_
solches	O	O	O	O	O	O	_	_	_
Elend	O	O	O	O	O	O	_	_	_
gestürzt	O	O	O	O	O	O	_	_	_
haben.	O	O	O	O	O	O	_	_	_
Ob	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wann	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
gelingen	O	O	O	O	O	O	_	_	_
wird,	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
dieser	O	O	O	O	O	O	_	_	_
Nottage	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
einmal	O	O	O	O	O	O	_	_	_
heraus¬	B-OTH	O	O	O	O	O	_	_	_
zukommen,	I-OTH	O	O	O	O	O	_	_	_
das	I-OTH	O	O	O	O	O	_	_	_
ist	I-OTH	O	O	O	O	O	_	_	_
zur	I-OTH	O	O	O	O	O	_	_	_
Zeit	I-OTH	O	O	O	O	O	_	_	_
nach	I-OTH	O	O	O	O	O	_	_	_
nicht	I-OTH	O	O	O	O	O	_	_	_
abzusehen,	I-OTH	O	O	O	O	O	_	_	_
aber	I-OTH	O	O	O	O	O	_	_	_
wir	I-OTH	O	O	O	O	O	_	_	_
Alten	I-OTH	O	O	O	O	O	_	_	_
werden	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
nicht	I-OTH	O	O	O	O	O	_	_	_
mehr	I-OTH	O	O	O	O	O	_	_	_
erleben,	I-OTH	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
einmal	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
glück¬	O	O	O	O	O	O	_	_	_
liche	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
gesegneten	O	O	O	O	O	O	_	_	_
Verhältnisse	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
kein	O	O	O	O	O	O	_	_	_
Krie¬	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
sehen.	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
solchen	O	O	O	O	O	O	_	_	_
Erwägungen	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
ei¬	O	O	O	O	O	O	_	_	_
nem	O	O	O	O	O	O	_	_	_
bange	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Herzen,	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Höhepunkt	O	O	O	O	O	O	_	_	_
dieser	O	O	O	O	O	O	_	_	_
Not	O	O	O	O	O	O	_	_	_
erreicht	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
weiß,	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Alles	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Zukunft	O	O	O	O	O	O	_	_	_
bevorsteht.	O	O	O	O	O	O	_	_	_
Eine	O	O	O	O	O	O	_	_	_
Ver¬	O	O	O	O	O	O	_	_	_
artige	O	O	O	O	O	O	_	_	_
Wirtschaft	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
ist,	O	O	O	O	O	O	_	_	_
kann,	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Dauer	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Bekand	B-LOC	O	O	O	O	O	_	_	_
sein,	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
obgleich	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Ge¬	O	O	O	O	O	O	_	_	_
hälter	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Löhne	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
arbeitenden	O	O	O	O	O	O	_	_	_
Klassen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
vielfaches	O	O	O	O	O	O	_	_	_
gestiegen	O	O	O	O	O	O	_	_	_
sind,	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Unzufrieden¬	O	O	O	O	O	O	_	_	_
heit	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
größer	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
früher,	O	O	O	O	O	O	_	_	_
weil	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
viel¬	O	O	O	O	O	O	_	_	_
Geld	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
ist.	O	O	O	O	O	O	_	_	_
Aber	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
sollen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
ma¬	O	O	O	O	O	O	_	_	_
chen,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
ihrer	O	O	O	O	O	O	_	_	_
kleinen	O	O	O	O	O	O	_	_	_
Pension	O	O	O	O	O	O	_	_	_
leben	O	O	O	O	O	O	_	_	_
müssen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
Pfennig	O	O	O	O	O	O	_	_	_
Tengungszulage	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
sonstigen	O	O	O	O	O	O	_	_	_
Zuschuß	O	O	O	O	O	O	_	_	_
erhalten	O	O	O	O	O	O	_	_	_
haben?	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
freut	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
geweiß	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
wartet	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
erhält,	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Leben	O	O	O	O	O	O	_	_	_
verbessern	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
stönnen.	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Bekla,	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
er¬	O	O	O	O	O	O	_	_	_
klärlich	O	O	O	O	O	O	_	_	_
finden,	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Bezugschen	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
