TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
sen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hatt	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
gehört	O	O	O	O	O	O	_	_	_
ob	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
einsam	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
weder	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Weihnach	O	O	O	O	O	O	_	_	_
dort	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Löhne	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
hoch	B-OTH	O	O	O	O	O	_	_	_
will	I-OTH	O	O	O	O	O	_	_	_
liebe	I-OTH	O	O	O	O	O	_	_	_
ihn	I-OTH	O	O	O	O	O	_	_	_
du	I-OTH	O	O	O	O	O	_	_	_
schließ	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
manche	I-OTH	O	O	O	O	O	_	_	_
Gehör	I-OTH	O	O	O	O	O	_	_	_
mich	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
dem	I-OTH	O	O	O	O	O	_	_	_
Gebeten	I-OTH	O	O	O	O	O	_	_	_
wie	I-OTH	O	O	O	O	O	_	_	_
schaffen	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Doller	B-OTH	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
deiner	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
vergessen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Woche	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
arbeiten	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
manchmal	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
tet	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
Mar	B-ORG	O	O	O	O	O	_	_	_
Zeit	I-ORG	O	O	O	O	O	_	_	_
zusammen	O	O	O	O	O	O	_	_	_
verlebt	B-OTH	O	O	O	O	O	_	_	_
hie	I-OTH	O	O	O	O	O	_	_	_
sie	I-OTH	O	O	O	O	O	_	_	_
ist	I-OTH	O	O	O	O	O	_	_	_
5	I-OTH	O	O	O	O	O	_	_	_
Jahre	I-OTH	O	O	O	O	O	_	_	_
im	I-OTH	O	O	O	O	O	_	_	_
Lande	I-OTH	O	O	O	O	O	_	_	_
fügte	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
mein	I-OTH	O	O	O	O	O	_	_	_
Stel	I-OTH	O	O	O	O	O	_	_	_
han	I-OTH	O	O	O	O	O	_	_	_
Jahr	I-OTH	O	O	O	O	O	_	_	_
auf	I-OTH	O	O	O	O	O	_	_	_
Stall	I-OTH	O	O	O	O	O	_	_	_
allein	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
manches	I-OTH	O	O	O	O	O	_	_	_
mal	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
hat	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
ersten	I-OTH	O	O	O	O	O	_	_	_
5	I-OTH	O	O	O	O	O	_	_	_
Jahre	I-OTH	O	O	O	O	O	_	_	_
fer	I-OTH	O	O	O	O	O	_	_	_
kommt	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
Marie	I-OTH	O	O	O	O	O	_	_	_
heran	I-OTH	O	O	O	O	O	_	_	_
dellos	I-OTH	O	O	O	O	O	_	_	_
geschaft	I-OTH	O	O	O	O	O	_	_	_
aber	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
müse	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
