TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Buchelsdorf	B-LOC	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
16	O	O	O	O	O	O	_	_	_
Garz	O	O	O	O	O	O	_	_	_
1828	O	O	O	O	O	O	_	_	_
nehmungen	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
sen	O	O	O	O	O	O	_	_	_
unsere	O	O	O	O	O	O	_	_	_
Lieben	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
großen	O	O	O	O	O	O	_	_	_
Zeich	O	O	O	O	O	O	_	_	_
Euer	O	O	O	O	O	O	_	_	_
Karte	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Aufnahme	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Hochzeit	O	O	O	O	O	O	_	_	_
sowie	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
klaren	O	O	O	O	O	O	_	_	_
beiden	O	O	O	O	O	O	_	_	_
Lieblingen	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
tausend	O	O	O	O	O	O	_	_	_
Dank	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
halten	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
sieht	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	Q30	_	_
die	O	O	O	O	O	O	_	_	_
Familie	O	O	O	O	O	O	_	_	_
Kiefer	B-PER	O	O	O	O	O	_	_	_
festen	O	O	O	O	O	O	_	_	_
Fuß	O	O	O	O	O	O	_	_	_
fügen	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Geschlecht	O	O	O	O	O	O	_	_	_
Kiefer	B-PER	O	O	O	O	O	_	_	_
dortselbst	O	O	O	O	O	O	_	_	_
sowie	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Deutschland	B-LOC	O	O	O	O	O	Q183	_	_
nicht	O	O	O	O	O	O	_	_	_
aussterben	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
schwer	O	O	O	O	O	O	_	_	_
fortflanzt	O	O	O	O	O	O	_	_	_
Unser	O	O	O	O	O	O	_	_	_
kleiner	O	O	O	O	O	O	_	_	_
Liebling	O	O	O	O	O	O	_	_	_
Mona	B-PER	O	O	O	O	O	_	_	_
ventura	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
2	O	O	O	O	O	O	_	_	_
November	O	O	O	O	O	O	_	_	_
1927	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Jahr	O	O	O	O	O	O	_	_	_
alt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
riesig	O	O	O	O	O	O	_	_	_
Spass	O	O	O	O	O	O	_	_	_
Lieber	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Familie	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
schnell	O	O	O	O	O	O	_	_	_
gereht	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
merkt	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Kindern	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
seit	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
September	O	O	O	O	O	O	_	_	_
1826	O	O	O	O	O	O	_	_	_
pensioniert	O	O	O	O	O	O	_	_	_
Im	O	O	O	O	O	O	_	_	_
heiligen	O	O	O	O	O	O	_	_	_
Abend	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Besuch	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Buchelsdorf	B-LOC	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Bernhard	B-PER	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
Misselwalde	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
abzuholen	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
unser	O	O	O	O	O	O	_	_	_
Lieb	O	O	O	O	O	O	_	_	_
ling	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Blasenkatarrh	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
tun	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
entschloß	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
reisen	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
fuhr	O	O	O	O	O	O	_	_	_
demnach	O	O	O	O	O	O	_	_	_
allein	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
