TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Sawicklug	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
10	O	O	O	O	O	O	_	_	_
April	O	O	O	O	O	O	_	_	_
2	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Thekla	B-PER	O	O	O	O	O	_	_	_
Endlich	O	O	O	O	O	O	_	_	_
komme	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
dazu	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
liebes	O	O	O	O	O	O	_	_	_
Schreiben	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
beantworten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hoffe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Alle	O	O	O	O	O	O	_	_	_
gesund	O	O	O	O	O	O	_	_	_
sei	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
sagen	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
Er	O	O	O	O	O	O	_	_	_
freut	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
kein	O	O	O	O	O	O	_	_	_
Robert	B-PER	O	O	O	O	O	_	_	_
stum	O	O	O	O	O	O	_	_	_
Arbeit	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hoffentlich	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Arbeits	O	O	O	O	O	O	_	_	_
lose	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
Bruder	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ange	O	O	O	O	O	O	_	_	_
leicht	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
andere	O	O	O	O	O	O	_	_	_
Leute	O	O	O	O	O	O	_	_	_
vorüber	O	O	O	O	O	O	_	_	_
tzes	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
ungland	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Kohlenstrik	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wollen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
58	O	O	O	O	O	O	_	_	_
voller	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
begleute	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
hatten	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
schönes	O	O	O	O	O	O	_	_	_
Verdienst	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
dieser	O	O	O	O	O	O	_	_	_
Vertrag	O	O	O	O	O	O	_	_	_
abgelaufen	O	O	O	O	O	O	_	_	_
seit	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
1ten	O	O	O	O	O	O	_	_	_
April	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
Vater	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Walchen	O	O	O	O	O	O	_	_	_
wobei	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
inzwischen	O	O	O	O	O	O	_	_	_
andere	O	O	O	O	O	O	_	_	_
Arbeit	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
unternehmern	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
schachten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
bekommt	O	O	O	O	O	O	_	_	_
60	O	O	O	O	O	O	_	_	_
rt	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Stunde	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
Arbeitslos	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
lassen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
Schwarze	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Senden	O	O	O	O	O	O	_	_	_
herauf	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
begeht	O	O	O	O	O	O	_	_	_
wo	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
arbeiten	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
meisten	O	O	O	O	O	O	_	_	_
Bergerste	O	O	O	O	O	O	_	_	_
liegen	O	O	O	O	O	O	_	_	_
still	O	O	O	O	O	O	_	_	_
Heute	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
Son	O	O	O	O	O	O	_	_	_
sontag	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
wunderschönes	O	O	O	O	O	O	_	_	_
Wetter	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
ab	O	O	O	O	O	O	_	_	_
möch	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
könnte	O	O	O	O	O	O	_	_	_
nahe	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
ohne	O	O	O	O	O	O	_	_	_
