TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Langen	O	O	O	O	O	O	_	_	_
Brust	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	_
Nov	O	O	O	O	O	O	_	_	_
196	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
Leben	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
werdet	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
wundern	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
erhalten	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Josef	B-PER	O	O	O	O	O	_	_	_
Stelle	O	O	O	O	O	O	_	_	_
schreiben	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
schreibhaul	O	O	O	O	O	O	_	_	_
geworden	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
unsern	O	O	O	O	O	O	_	_	_
Kindern	O	O	O	O	O	O	_	_	_
schreibt	O	O	O	O	O	O	_	_	_
höchstens	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Gruß	O	O	O	O	O	O	_	_	_
dazu	O	O	O	O	O	O	_	_	_
Gul	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Fedl	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
vielleicht	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
geschrieben	O	O	O	O	O	O	_	_	_
wegen	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
kaufen	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
endlich	O	O	O	O	O	O	_	_	_
einmal	O	O	O	O	O	O	_	_	_
Besitzer	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
konnte	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
Jahren	O	O	O	O	O	O	_	_	_
gethan	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
seit	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
selbst	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Hause	O	O	O	O	O	O	_	_	_
gebaut	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Hafer	B-OTH	FOOD	O	O	O	O	Q12104	_	_
kein	O	O	O	O	O	O	_	_	_
Interesse	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
älterlichen	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Gedt	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
draun	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
Ordnung	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
solange	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
lebt	O	O	O	O	O	O	_	_	_
lange	O	O	O	O	O	O	_	_	_
dauert	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
sonst	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
zimlich	O	O	O	O	O	O	_	_	_
mancher	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
schwächer	O	O	O	O	O	O	_	_	_
Erste	O	O	O	O	O	O	_	_	_
Speisen	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
seit	O	O	O	O	O	O	_	_	_
Ostern	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
nehmen	O	O	O	O	O	O	_	_	_
Josef	B-PER	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Meinung	O	O	O	O	O	O	_	_	_
warum	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
gerade	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Erdrig	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
umsonst	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
damals	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Jahre	O	O	O	O	O	O	_	_	_
1849	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Haus	O	O	O	O	O	O	_	_	_
sammt	O	O	O	O	O	O	_	_	_
Vieh	O	O	O	O	O	O	_	_	_
Akergeräte	O	O	O	O	O	O	_	_	_
