TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
denn	O	O	O	O	O	O	_	_	_
August	B-PER	O	O	O	O	O	_	_	_
möchte	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
kommen	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
möchte	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
frauen	O	O	O	O	O	O	_	_	_
darüber	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
glaube	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Görlich	O	O	O	O	O	O	_	_	_
sula	O	O	O	O	O	O	_	_	_
möchte	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Heiraten	O	O	O	O	O	O	_	_	_
trugen	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
alte	O	O	O	O	O	O	_	_	_
meinte	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
nichts	O	O	O	O	O	O	_	_	_
dagegen	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Anna	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Franz	B-PER	O	O	O	O	O	_	_	_
werde	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
öfter	O	O	O	O	O	O	_	_	_
schreiben	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
schickt	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
wenigstes	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Briefe	O	O	O	O	O	O	_	_	_
zurück	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Deutschland	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
That	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
werde	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Poster	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Acht	O	O	O	O	O	O	_	_	_
nehmen	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
keinen	O	O	O	O	O	O	_	_	_
Anstoß	O	O	O	O	O	O	_	_	_
mache	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Schluß	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
tausend	O	O	O	O	O	O	_	_	_
Gruß	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
allen	O	O	O	O	O	O	_	_	_
verbleibe	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Deine	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
Schwägerin	O	O	O	O	O	O	_	_	_
Grüße	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Hedung	O	O	O	O	O	O	_	_	_
Paul	B-PER	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Kindern	O	O	O	O	O	O	_	_	_
Unterschrift	O	O	O	O	O	O	_	_	_
bitten	O	O	O	O	O	O	_	_	_
Es	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
komme	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
Aber	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
