TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Also	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
sit	O	O	O	O	O	O	_	_	_
che	O	O	O	O	O	O	_	_	_
Ver	O	O	O	O	O	O	_	_	_
mache	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
möglich	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
abgelang	O	O	O	O	O	O	_	_	_
darauf	O	O	O	O	O	O	_	_	_
Fraus	O	O	O	O	O	O	_	_	_
bitte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
hin	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Gelästigung	O	O	O	O	O	O	_	_	_
warten	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
las	O	O	O	O	O	O	_	_	_
gereicht	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
entschuldigen	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
scheit	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
mangelt	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
zuverlästigen	O	O	O	O	O	O	_	_	_
Gekannten	O	O	O	O	O	O	_	_	_
dritte	O	O	O	O	O	O	_	_	_
Meinen	O	O	O	O	O	O	_	_	_
besten	O	O	O	O	O	O	_	_	_
dankt	O	O	O	O	O	O	_	_	_
also	O	O	O	O	O	O	_	_	_
einstweilen	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
voraus	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
schöne	O	O	O	O	O	O	_	_	_
Hau	O	O	O	O	O	O	_	_	_
noie	O	O	O	O	O	O	_	_	_
Seidl	B-PER	O	O	O	O	O	_	_	_
