TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Fragen	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Bitte	O	O	O	O	O	O	_	_	_
ihrer	O	O	O	O	O	O	_	_	_
Dame	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Schilderung	O	O	O	O	O	O	_	_	_
unserer	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
An	O	O	O	O	O	O	_	_	_
Nahrung	O	O	O	O	O	O	_	_	_
sorgen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
unsere	O	O	O	O	O	O	_	_	_
Mädchen	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
daherschrift	O	O	O	O	O	O	_	_	_
verlassen	O	O	O	O	O	O	_	_	_
müssen	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
müssen	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
kleinmischen	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Tochter	O	O	O	O	O	O	_	_	_
besorgt	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Haushalt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
65jährige	O	O	O	O	O	O	_	_	_
Erben	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Auferlicht	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
reif	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Ruhe	O	O	O	O	O	O	_	_	_
dar	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
geschwächt	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
fügliche	O	O	O	O	O	O	_	_	_
Brodt	O	O	O	O	O	O	_	_	_
stricken	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
fürchterlich	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Sorge	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
lange	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
gehen	O	O	O	O	O	O	_	_	_
können	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Aplat	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Sakraft	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Ende	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
kleinen	O	O	O	O	O	O	_	_	_
Vorrath	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Damen	O	O	O	O	O	O	_	_	_
ärgert	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
gar	O	O	O	O	O	O	_	_	_
keinen	O	O	O	O	O	O	_	_	_
Verkehr	O	O	O	O	O	O	_	_	_
pflege	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
strecke	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Ausrede	O	O	O	O	O	O	_	_	_
erhalten	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Schwieger	O	O	O	O	O	O	_	_	_
Tochter	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Erlös	O	O	O	O	O	O	_	_	_
nehmen	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
Proto	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
sonstige	O	O	O	O	O	O	_	_	_
Spesen	O	O	O	O	O	O	_	_	_
weg	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
ihre	O	O	O	O	O	O	_	_	_
große	O	O	O	O	O	O	_	_	_
Gefälligkeit	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
übrige	O	O	O	O	O	O	_	_	_
senden	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
eines	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
oder	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
zwei	O	O	O	O	O	O	_	_	_
eingeschriebenen	O	O	O	O	O	O	_	_	_
Briefen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Gott	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
Ihre	O	O	O	O	O	O	_	_	_
Lebe	O	O	O	O	O	O	_	_	_
wohnen	O	O	O	O	O	O	_	_	_
ebenso	O	O	O	O	O	O	_	_	_
ihrem	O	O	O	O	O	O	_	_	_
bötig	O	O	O	O	O	O	_	_	_
Ficker	B-PER	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Wohlthatte	O	O	O	O	O	O	_	_	_
erzählt	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
hoffte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
aufgeschehen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Vermittelung	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
übernehmen	O	O	O	O	O	O	_	_	_
Auslagen	O	O	O	O	O	O	_	_	_
sollen	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
durchaus	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
genügt	O	O	O	O	O	O	_	_	_
Ihre	O	O	O	O	O	O	_	_	_
Große	O	O	O	O	O	O	_	_	_
Gefälligkeit	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
bitte	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
nochmals	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
davon	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Deutschland	B-LOC	O	O	O	O	O	Q183	_	_
zu	O	O	O	O	O	O	_	_	_
schreiben	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
linke	O	O	O	O	O	O	_	_	_
Han	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
nichts	O	O	O	O	O	O	_	_	_
wissen	O	O	O	O	O	O	_	_	_
ward	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
rechte	O	O	O	O	O	O	_	_	_
thut	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
Gute	O	O	O	O	O	O	_	_	_
wünschen	O	O	O	O	O	O	_	_	_
schluß	O	O	O	O	O	O	_	_	_
Ihr	O	O	O	O	O	O	_	_	_
dankbar	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
Stadtra	B-PER	O	O	O	O	O	_	_	_
Sunara	I-PER	O	O	O	O	O	_	_	_
Reimann	I-PER	O	O	O	O	O	_	_	_
Neustadt	I-PER	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
15	O	O	O	O	O	O	_	_	_
Juni	O	O	O	O	O	O	_	_	_
1822	O	O	O	O	O	O	_	_	_
Liebes	O	O	O	O	O	O	_	_	_
Fräulein	O	O	O	O	O	O	_	_	_
Schla	O	O	O	O	O	O	_	_	_
Zuvörderst	O	O	O	O	O	O	_	_	_
gratulieren	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
ihnen	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
ihrem	O	O	O	O	O	O	_	_	_
hübschen	O	O	O	O	O	O	_	_	_
mitten	O	O	O	O	O	O	_	_	_
gewandten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
guten	O	O	O	O	O	O	_	_	_
Bräutigam	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Fr	O	O	O	O	O	O	_	_	_
Ficker	B-PER	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Schnet	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Garten	O	O	O	O	O	O	_	_	_
zusammen	O	O	O	O	O	O	_	_	_
diese	O	O	O	O	O	O	_	_	_
erzählte	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Besuch	O	O	O	O	O	O	_	_	_
ihres	O	O	O	O	O	O	_	_	_
Bräutigam	O	O	O	O	O	O	_	_	_
6	O	O	O	O	O	O	_	_	_
Stillschwei	O	O	O	O	O	O	_	_	_
chend	O	O	O	O	O	O	_	_	_
las	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
Alles	O	O	O	O	O	O	_	_	_
erzählen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
erklärte	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
nämlich	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Kohler	O	O	O	O	O	O	_	_	_
morgen	O	O	O	O	O	O	_	_	_
fahl	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Familie	O	O	O	O	O	O	_	_	_
Scholz	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Herrn	O	O	O	O	O	O	_	_	_
Briefes	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Adres	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
holen	O	O	O	O	O	O	_	_	_
Zum	O	O	O	O	O	O	_	_	_
großen	O	O	O	O	O	O	_	_	_
Glückstraf	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Herrn	O	O	O	O	O	O	_	_	_
Kiefer	B-PER	O	O	O	O	O	_	_	_
zusammen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
trug	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
weni	O	O	O	O	O	O	_	_	_
Aelteren	O	O	O	O	O	O	_	_	_
v	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
kan	O	O	O	O	O	O	_	_	_
seine	O	O	O	O	O	O	_	_	_
Güte	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
hoff	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
ihre	O	O	O	O	O	O	_	_	_
Liebenswürdigkeit	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
bat	O	O	O	O	O	O	_	_	_
ihn	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
Meine	O	O	O	O	O	O	_	_	_
Kutsche	O	O	O	O	O	O	_	_	_
Prickerin	O	O	O	O	O	O	_	_	_
nützunehmen	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
zue	O	O	O	O	O	O	_	_	_
übergeben	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
neue	O	O	O	O	O	O	_	_	_
kommt	O	O	O	O	O	O	_	_	_
zureiche	O	O	O	O	O	O	_	_	_
Bittel	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Win	B-PER	O	O	O	O	O	_	_	_
liebes	O	O	O	O	O	O	_	_	_
Fräulein	O	O	O	O	O	O	_	_	_
Lütte	O	O	O	O	O	O	_	_	_
ubergeben	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
drei	O	O	O	O	O	O	_	_	_
Dethen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
vierte	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
ihnen	O	O	O	O	O	O	_	_	_
heute	O	O	O	O	O	O	_	_	_
mittende	O	O	O	O	O	O	_	_	_
Ihre	O	O	O	O	O	O	_	_	_
