TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Gegen	O	O	O	O	O	O	_	_	_
Abend	O	O	O	O	O	O	_	_	_
ging	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Pfarrhof	O	O	O	O	O	O	_	_	_
wa	O	O	O	O	O	O	_	_	_
Nach	O	O	O	O	O	O	_	_	_
einigen	O	O	O	O	O	O	_	_	_
Stunden	O	O	O	O	O	O	_	_	_
Aufenthalt	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Kauf	B-LOC	O	O	O	O	O	_	_	_
beuren	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
kleinen	O	O	O	O	O	O	_	_	_
netten	O	O	O	O	O	O	_	_	_
Städtchen	O	O	O	O	O	O	_	_	_
führ	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Pfarrer	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
antraf	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
vielmals	O	O	O	O	O	O	_	_	_
entschuldigte	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
meinte	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Wirtin	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
weiter	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
abend	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Füssen	B-LOC	O	O	O	O	O	Q262684	_	_
an	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
schönes	O	O	O	O	O	O	_	_	_
Zauberes	O	O	O	O	O	O	_	_	_
Städtchen	O	O	O	O	O	O	_	_	_
Quartier	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
vieleicht	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
wenig	O	O	O	O	O	O	_	_	_
geboten	O	O	O	O	O	O	_	_	_
Er	O	O	O	O	O	O	_	_	_
gab	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Anweisung	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Übermachung	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Gasthaus	O	O	O	O	O	O	_	_	_
Gesellenhaus	O	O	O	O	O	O	_	_	_
gratis	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Franke	O	O	O	O	O	O	_	_	_
Nächsten	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
Sontag	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Adler	O	O	O	O	O	O	_	_	_
Versammlungslokal	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Gesellen	O	O	O	O	O	O	_	_	_
vereins	O	O	O	O	O	O	_	_	_
Besichtigung	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Städtchens	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
mittag	O	O	O	O	O	O	_	_	_
Nachmittags	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
Wanderung	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
gepflegter	O	O	O	O	O	O	_	_	_
Straße	O	O	O	O	O	O	_	_	_
Schönes	O	O	O	O	O	O	_	_	_
Zimmer	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Blubsessel	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
schöner	O	O	O	O	O	O	_	_	_
erreichte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Hohenschwangen	B-LOC	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Urkunden	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
Bett	O	O	O	O	O	O	_	_	_
Man	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
geraten	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
dieses	O	O	O	O	O	O	_	_	_
Schloß	O	O	O	O	O	O	_	_	_
gehen	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
ins	O	O	O	O	O	O	_	_	_
achte	O	O	O	O	O	O	_	_	_
Jahrhundert	O	O	O	O	O	O	_	_	_
zurück	O	O	O	O	O	O	_	_	_
Alm	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
sagen	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
Allaue	O	O	O	O	O	O	_	_	_
Milch	B-OTH	FOOD	O	O	O	O	Q8495	_	_
Sehr	O	O	O	O	O	O	_	_	_
interessant	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Wagner	O	O	O	O	O	O	_	_	_
Verehrer	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Butter	B-OTH	FOOD	O	O	O	O	Q34172	_	_
an	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Quelle	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
verkosten	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
fast	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
jedem	O	O	O	O	O	O	_	_	_
Raum	O	O	O	O	O	O	_	_	_
sozusagen	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
seinem	O	O	O	O	O	O	_	_	_
Geiste	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
andern	O	O	O	O	O	O	_	_	_
Tags	O	O	O	O	O	O	_	_	_
10	O	O	O	O	O	O	_	_	_
Sigt	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Nach	O	O	O	O	O	O	_	_	_
zweistün	O	O	O	O	O	O	_	_	_
umschwebt	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
Senen	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Nebelungen	O	O	O	O	O	O	_	_	_
sage	O	O	O	O	O	O	_	_	_
digem	O	O	O	O	O	O	_	_	_
Aufstag	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Alm	O	O	O	O	O	O	_	_	_
wo	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
