TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Schwester	O	O	O	O	O	O	_	_	_
umb	O	O	O	O	O	O	_	_	_
fortunata	O	O	O	O	O	O	_	_	_
wo	O	O	O	O	O	O	_	_	_
Cammer	O	O	O	O	O	O	_	_	_
besuchen	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
sieben	O	O	O	O	O	O	_	_	_
Jahren	O	O	O	O	O	O	_	_	_
käme	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
gab	O	O	O	O	O	O	_	_	_
Gefund	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
Con	B-PER	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
versatz	O	O	O	O	O	O	_	_	_
Winder	O	O	O	O	O	O	_	_	_
worden	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Gauder	O	O	O	O	O	O	_	_	_
Kloster	O	O	O	O	O	O	_	_	_
Wänden	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Ausbezirk	O	O	O	O	O	O	_	_	_
ihn	O	O	O	O	O	O	_	_	_
linge	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
nacher	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
4	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
sammen	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
Eltern	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
sen	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
stern	O	O	O	O	O	O	_	_	_
besonders	O	O	O	O	O	O	_	_	_
groß	O	O	O	O	O	O	_	_	_
her	O	O	O	O	O	O	_	_	_
Gna	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
