TOKEN	NE-COARSE-LIT	FOO-OR-RED	-	-	-	-	NEL-LIT	-	-
Das	O	O	O	O	O	O	_	_	_
letzte	O	O	O	O	O	O	_	_	_
Apr	O	O	O	O	O	O	_	_	_
2	O	O	O	O	O	O	_	_	_
x	O	O	O	O	O	O	_	_	_
22	O	O	O	O	O	O	_	_	_
Meine	O	O	O	O	O	O	_	_	_
Libe	O	O	O	O	O	O	_	_	_
Güte	O	O	O	O	O	O	_	_	_
Freunden	O	O	O	O	O	O	_	_	_
Mit	O	O	O	O	O	O	_	_	_
große	O	O	O	O	O	O	_	_	_
Freude	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wiese	O	O	O	O	O	O	_	_	_
liben	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
erhalten	O	O	O	O	O	O	_	_	_
traute	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
hören	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
gefu	O	O	O	O	O	O	_	_	_
sin	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
besonders	O	O	O	O	O	O	_	_	_
Franz	B-PER	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
bald	O	O	O	O	O	O	_	_	_
wider	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
sehen	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Thekla	B-PER	O	O	O	O	O	_	_	_
wiese	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
bracht	O	O	O	O	O	O	_	_	_
solle	O	O	O	O	O	O	_	_	_
Vetter	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
fängt	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Gän	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mer	O	O	O	O	O	O	_	_	_
kalt	O	O	O	O	O	O	_	_	_
wirt	O	O	O	O	O	O	_	_	_
gibt	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
fiel	O	O	O	O	O	O	_	_	_
Obst	B-OTH	FOOD	O	O	O	O	Q3314483	_	_
aber	O	O	O	O	O	O	_	_	_
wo	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Eltern	O	O	O	O	O	O	_	_	_
wonen	O	O	O	O	O	O	_	_	_
hatten	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
schlimmen	O	O	O	O	O	O	_	_	_
Hage	O	O	O	O	O	O	_	_	_
Sturm	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Blüten	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Obst	B-OTH	FOOD	O	O	O	O	Q3314483	_	_
Brunnen	O	O	O	O	O	O	_	_	_
schlagenn	O	O	O	O	O	O	_	_	_
Stroben	O	O	O	O	O	O	_	_	_
sowie	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
