TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
mal	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Himmel	B-OTH	O	O	O	O	O	http://www.wikidata.org/entity/Q4489450	_	_
wiedersehen	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
unser	O	O	O	O	O	O	_	_	_
guter	O	O	O	O	O	O	_	_	_
Vater	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
schweren	O	O	O	O	O	O	_	_	_
Zeiten	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
erlebt	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
wäre	O	O	O	O	O	O	_	_	_
sicher	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
gestorben	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
ganzen	O	O	O	O	O	O	_	_	_
Kräfte	O	O	O	O	O	O	_	_	_
eingesetzt	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
schließen	O	O	O	O	O	O	_	_	_
indem	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
allen	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
einmal	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
Gott	B-OTH	O	O	O	O	O	http://www.wikidata.org/entity/Q190	_	_
vergelts	O	O	O	O	O	O	_	_	_
sage	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
herzliche	O	O	O	O	O	O	_	_	_
Grüße	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Bruder	O	O	O	O	O	O	_	_	_
Franz	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Familie	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Tekla	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Robert	B-LOC	O	O	O	O	O	http://www.wikidata.org/entity/Q1517849	_	_
und	O	O	O	O	O	O	_	_	_
Bruder	O	O	O	O	O	O	_	_	_
August	B-LOC	O	O	O	O	O	http://www.wikidata.org/entity/Q28206	_	_
und	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
kleine	O	O	O	O	O	O	_	_	_
zukünftige	O	O	O	O	O	O	_	_	_
Schwager	O	O	O	O	O	O	_	_	_
sowie	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Dich	O	O	O	O	O	O	_	_	_
lieber	O	O	O	O	O	O	_	_	_
Bruder	O	O	O	O	O	O	_	_	_
Paul	B-LOC	O	O	O	O	O	http://www.wikidata.org/entity/Q1518011	_	_
und	O	O	O	O	O	O	_	_	_
Schwägerin	O	O	O	O	O	O	_	_	_
Marte	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
chen	O	O	O	O	O	O	_	_	_
Indem	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
lieben	O	O	O	O	O	O	_	_	_
Christkindlein	O	O	O	O	O	O	_	_	_
empfehle	O	O	O	O	O	O	_	_	_
verbleibe	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
Eure	O	O	O	O	O	O	_	_	_
dankbare	O	O	O	O	O	O	_	_	_
Schwester	O	O	O	O	O	O	_	_	_
Schwägerin	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Tante	O	O	O	O	O	O	_	_	_
Fortunata	B-PER	O	O	O	O	O	_	_	_
Bitte	O	O	O	O	O	O	_	_	_
schreibt	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
mal	O	O	O	O	O	O	_	_	_
Herzliche	O	O	O	O	O	O	_	_	_
Grüße	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
meiner	O	O	O	O	O	O	_	_	_
lieben	O	O	O	O	O	O	_	_	_
Mitschwester	O	O	O	O	O	O	_	_	_
Philothea	O	O	O	O	O	O	_	_	_
Strelitz	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	_
14121922	O	O	O	O	O	O	_	_	_
G	B-PER	O	O	O	O	O	_	_	_
P	I-PER	O	O	O	O	O	_	_	_
I	I-PER	O	O	O	O	O	_	_	_
E	I-PER	O	O	O	O	O	_	_	_
Meine	I-PER	O	O	O	O	O	_	_	_
